Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,9,3,6,33.3%,4,2,2,50.0%,2020,2026,R64,9,0.90,2.7%,6.0%,59.9%,64.4%,48.0%,57.9%,37.8%,58.1%,34.5%
Roland Garros,6,Clay,12,6,6,50.0%,3,1,2,33.3%,2020,2025,R32,12,1.01,0.9%,5.9%,60.6%,59.8%,46.9%,54.7%,45.6%,47.7%,44.9%
Wimbledon,4,Grass,8,4,4,50.0%,5,1,4,20.0%,2021,2025,R32,8,0.97,1.9%,4.7%,62.7%,66.7%,44.6%,58.4%,40.3%,59.7%,44.8%
US Open,5,Hard,17,9,8,52.9%,5,2,3,40.0%,2021,2025,R32,17,1.08,2.8%,5.1%,61.9%,67.1%,50.4%,60.7%,42.4%,50.9%,45.9%
Miami,5,Hard,8,2,6,25.0%,2,0,2,0.0%,2022,2026,R64,8,0.94,2.1%,5.1%,59.8%,62.6%,46.7%,56.2%,41.2%,53.6%,42.4%
Indian Wells,5,Hard,8,3,5,37.5%,3,0,3,0.0%,2022,2026,R64,8,0.99,1.1%,6.7%,55.0%,58.7%,45.3%,52.7%,46.9%,57.0%,50.6%
Austin,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2024,2026,R16,5,0.98,2.6%,6.0%,55.5%,64.7%,43.0%,55.0%,44.0%,59.6%,39.2%
Dubai,4,Hard,9,4,5,44.4%,3,2,1,66.7%,2021,2026,R64,9,1.00,2.8%,6.7%,58.4%,69.9%,45.1%,59.6%,40.4%,55.2%,38.1%
Adelaide,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2024,2026,Q2,5,0.91,2.2%,4.4%,57.5%,58.7%,49.4%,54.8%,41.3%,58.6%,41.5%
Brisbane,2,Hard,3,1,2,33.3%,0,0,0,-,2024,2026,R64,3,0.90,1.9%,7.5%,69.2%,54.5%,49.0%,52.8%,42.2%,45.0%,38.9%
