Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Grass,28,22,6,78.6%,1,0,1,0.0%,1956,1971,W,0,,,,,,,,,,
Roland Garros,8,Clay,31,25,6,80.6%,0,0,0,-,1956,1969,W,0,,,,,,,,,,
Wimbledon,11,Grass,57,50,7,87.7%,0,0,0,-,1956,1977,W,0,,,,,,,,,,
US Open,12,Clay,54,44,10,81.5%,8,3,5,37.5%,1956,1975,W,0,,,,,,,,,,
Davis Cup,5,,20,16,4,80.0%,0,0,0,-,1959,1973,,0,,,,,,,,,,
Philadelphia WCT,9,Carpet,35,30,5,85.7%,9,4,5,44.4%,1969,1977,W,0,,,,,,,,,,
Las Vegas,9,Hard,22,13,9,59.1%,7,3,4,42.9%,1969,1979,W,0,,,,,,,,,,
Sydney,8,Grass,33,27,6,81.8%,0,0,0,-,1957,1970,W,0,,,,,,,,,,
Queen's Club,8,Grass,28,22,6,78.6%,0,0,0,-,1958,1977,W,0,,,,,,,,,,
Los Angeles,6,Hard,29,24,5,82.8%,4,3,1,75.0%,1960,1970,W,0,,,,,,,,,,
Adelaide,5,Grass,21,16,5,76.2%,0,0,0,-,1957,1962,W,0,,,,,,,,,,
