Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1979,662,,,,,,,,,,,,,
1978,216,,,,,,,,,,,,,
1977,,,90,1724,57,1704,,,76,1638,,,,
1976,73,,19,1938,15,1895,25,1859,,,,,,
1975,10,,6,2111,5,2046,10,2044,,,,,,
1974,4,,11,2046,7,2018,8,2017,,,,,,
1973,8,,5,2126,5,2034,7,2012,5,2053,,,,
