Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,6,20,23.1%,20-40,33.3%,243-298,44.9%,1-3,25.0%,9,38.0%,42.3%,1.1%,4.0%,65.2%,53.4%,41.5%,49.3%,45.3%,47.3%,0.89
Clay,40,14,26,35.0%,39-58,40.2%,423-487,46.5%,7-3,70.0%,14,44.4%,22.2%,0.4%,2.4%,70.4%,52.3%,48.4%,51.1%,44.2%,47.7%,0.91
Grass,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,-,-,2.3%,3.4%,64.4%,57.1%,41.9%,51.7%,28.4%,39.6%,0.59
Grand Slams,9,0,9,0.0%,2-18,10.0%,77-123,38.5%,0-1,0.0%,7,-,-,0.4%,2.1%,68.9%,52.8%,50.0%,52.0%,40.4%,46.4%,0.84
Premiers,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,33.3%,33.3%,1.7%,6.1%,62.6%,61.1%,27.9%,48.7%,35.1%,42.0%,0.68
Internationals,37,10,27,27.0%,33-56,37.1%,365-451,44.7%,5-3,62.5%,16,40.0%,40.4%,0.8%,3.1%,68.8%,52.2%,45.6%,50.1%,45.9%,48.0%,0.92
Quarter-finals,1,0,1,0.0%,1-2,33.3%,6-15,28.6%,0-0,-,1,-,-,1.1%,6.7%,53.9%,45.8%,41.5%,43.8%,44.8%,44.2%,0.80
vs Righties,56,15,41,26.8%,47-86,35.3%,546-666,45.0%,4-5,44.4%,22,39.0%,39.3%,0.7%,2.9%,68.0%,52.1%,46.3%,50.3%,44.3%,47.3%,0.89
vs Lefties,10,4,6,40.0%,10-14,41.7%,106-123,46.3%,4-1,80.0%,3,-,-,1.0%,3.4%,72.5%,58.7%,38.6%,53.1%,39.7%,46.2%,0.85
vs Top 10,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,1,-,-,0.9%,0.9%,70.8%,48.0%,58.1%,50.9%,45.8%,48.7%,0.93
