Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 Nashville TN $25K R32,W vs Bojczuk,86% (6/7),50% (6/12),2/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Stillwater OK $25K SF,L vs Collins,33% (2/6),29% (2/7),0/0,0/0,14% (1/7),2/4,1/2,- (0/0),- (0/0)
2016 Stillwater OK $25K QF,W vs Rodriguez,47% (7/15),56% (5/9),2/6,1/5,57% (4/7),1/1,0/0,75% (3/4),80% (4/5)
2016 Stillwater OK $25K R16,W vs Pera,80% (8/10),80% (4/5),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Stillwater OK $25K R32,W vs Di Lorenzo,61% (11/18),54% (7/13),2/3,1/1,67% (10/15),6/7,0/0,36% (4/11),67% (8/12)
2016 US Open Q1,L vs Zhang,50% (3/6),100% (2/2),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2016 Stanford Q2,L vs Bogdan,67% (4/6),45% (5/11),1/2,0/0,64% (14/22),2/4,1/2,- (0/0),- (0/0)
2016 Stanford Q1,W vs Savchuk,42% (5/12),44% (7/16),2/10,1/3,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2016 Trnava $100K R32,L vs Rus,75% (3/4),0% (0/3),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2015 Nantes $50K R16,L vs Knoll,56% (5/9),20% (2/10),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2015 Nantes $50K R32,W vs Pliskova,80% (8/10),71% (5/7),2/3,1/1,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2015 Istanbul $25K QF,L vs Jorovic,67% (2/3),75% (3/4),0/0,0/0,40% (4/10),2/4,0/1,- (0/0),- (0/0)
2015 Istanbul $25K R32,W vs Tomova,73% (8/11),40% (4/10),2/3,1/1,50% (2/4),0/0,0/0,100% (5/5),40% (2/5)
2015 Moscow Q1,L vs Kalinskaya,67% (6/9),47% (7/15),1/6,0/5,47% (7/15),3/5,3/4,- (0/0),- (0/0)
2015 Hong Kong R32,L vs Williams,44% (8/18),60% (6/10),1/1,0/0,63% (10/16),0/2,0/1,- (0/0),- (0/0)
2015 Dobrich $25K R32,L vs Ruse,38% (5/13),41% (7/17),1/4,0/0,50% (9/18),3/5,1/2,- (0/0),- (0/0)
2015 Sofia $25K QF,L vs Leykina,71% (5/7),38% (3/8),0/0,0/0,62% (8/13),4/6,3/4,- (0/0),- (0/0)
2015 Baku Q2,L vs Savchuk,38% (3/8),100% (1/1),0/0,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2015 Istanbul Q1,L vs Cengiz,43% (6/14),45% (5/11),1/1,0/0,36% (4/11),2/4,0/1,- (0/0),- (0/0)
2015 Bastad R32,L vs Siniakova,57% (4/7),67% (2/3),0/0,0/0,50% (5/10),1/3,1/2,- (0/0),- (0/0)
2016 (9 matches),,58.3%,48.7%,40.7%,41.7%,50.7%,55.0%,33.3%,46.7%,70.6%
2015 (16 matches),,55.6%,46.2%,42.9%,38.5%,50.3%,47.6%,45.0%,84.6%,38.5%
2014 (13 matches),,63.6%,58.2%,57.1%,61.5%,55.9%,42.1%,37.5%,50.0%,50.0%
2013 (29 matches),,57.6%,48.0%,48.8%,48.6%,59.9%,47.3%,33.3%,64.1%,51.2%
2012 (6 matches),,51.9%,49.2%,76.9%,66.7%,60.3%,58.3%,50.0%,33.3%,72.7%
Career (76 matches),,57.5%,49.6%,49.7%,50.0%,56.3%,48.4%,39.0%,57.4%,54.1%
