Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,18,7,11,38.9%,1,0,1,0.0%,2003,2015,R128,3,0.93,1.9%,3.3%,65.1%,63.0%,43.2%,56.1%,40.9%,64.0%,26.9%
Roland Garros,11,Clay,24,13,11,54.2%,4,2,2,50.0%,2003,2016,R128,13,1.05,0.5%,2.1%,68.2%,57.2%,50.1%,54.9%,47.4%,55.0%,46.4%
Wimbledon,8,Grass,14,6,8,42.9%,3,0,3,0.0%,2003,2015,R128,1,0.57,0.0%,2.3%,61.4%,44.4%,47.1%,45.5%,31.0%,28.6%,0
US Open,12,Hard,22,10,12,45.5%,3,1,2,33.3%,2002,2016,R128,6,0.80,0.8%,3.8%,69.5%,55.3%,43.8%,51.8%,38.8%,52.9%,40.6%
Fed Cup,5,,17,9,8,52.9%,5,3,2,60.0%,2000,2013,,0,,,,,,,,,,
Strasbourg,4,Clay,12,8,4,66.7%,1,1,0,100.0%,2004,2014,R16,4,0.99,0.0%,2.1%,74.7%,50.9%,45.9%,49.7%,49.7%,41.5%,45.8%
Estoril,4,Clay,10,6,4,60.0%,1,1,0,100.0%,2004,2009,R32,1,0.85,0.0%,1.0%,70.4%,58.0%,37.9%,52.0%,40.7%,53.8%,80.0%
Auckland,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2006,2015,R32,3,1.02,2.6%,3.7%,61.2%,58.5%,52.9%,56.3%,44.7%,60.6%,38.5%
Paris,4,Carpet,6,2,4,33.3%,1,1,0,100.0%,2004,2010,Q2,1,1.47,0.0%,2.1%,79.2%,60.5%,40.0%,56.3%,64.2%,25.0%,63.6%
Luxembourg,4,Hard,5,1,4,20.0%,2,1,1,50.0%,2002,2009,Q2,0,,,,,,,,,,
Canberra,4,Hard,5,1,4,20.0%,0,0,0,-,2003,2006,Q2,0,,,,,,,,,,
