Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Nashville TN $25K R32,W vs Bojczuk,88% (7/8),86% (6/7),1/1,14% (1/7),0% (0/1),5/5,1/1,0/0,0/0,0/0
2016 Stillwater OK $25K SF,L vs Collins,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/0
2016 Stillwater OK $25K QF,W vs Rodriguez,78% (7/9),71% (5/7),1/3,50% (5/10),40% (2/5),4/5,1/2,1/1,0/1,0/0
2016 Stillwater OK $25K R16,W vs Pera,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2016 Stillwater OK $25K R32,W vs Di Lorenzo,44% (7/16),100% (7/7),1/5,50% (8/16),38% (3/8),4/6,1/3,1/1,1/1,0/0
2016 US Open Q1,L vs Zhang,22% (2/9),100% (2/2),2/4,63% (5/8),0% (0/5),1/2,0/0,0/1,0/0,0/0
2016 Stanford Q2,L vs Bogdan,64% (7/11),71% (5/7),2/6,83% (10/12),20% (2/10),2/5,1/1,0/2,0/0,0/1
2016 Stanford Q1,W vs Savchuk,89% (8/9),88% (7/8),1/3,50% (4/8),25% (1/4),3/6,1/2,0/0,0/0,0/0
2016 Trnava $100K R32,L vs Rus,13% (1/8),0% (0/1),0/4,57% (4/7),0% (0/4),0/0,0/0,2/2,0/0,1/1
2015 Nantes $50K R16,L vs Knoll,50% (5/10),40% (2/5),1/3,60% (6/10),17% (1/6),0/2,0/0,1/3,0/0,0/1
2015 Nantes $50K R32,W vs Pliskova,45% (5/11),100% (5/5),3/3,55% (6/11),50% (3/6),4/5,2/2,1/1,1/1,0/0
2015 Istanbul $25K QF,L vs Jorovic,33% (3/9),100% (3/3),2/5,88% (7/8),14% (1/7),0/3,0/0,0/1,0/0,0/0
2015 Istanbul $25K R32,W vs Tomova,56% (5/9),80% (4/5),1/2,20% (2/10),0% (0/2),3/4,1/1,2/2,1/1,0/0
2015 Moscow Q1,L vs Kalinskaya,69% (9/13),78% (7/9),3/6,71% (10/14),20% (2/10),3/7,1/3,0/2,0/2,0/1
2015 Hong Kong R32,L vs Williams,57% (8/14),75% (6/8),2/4,64% (9/14),33% (3/9),4/6,1/1,0/2,0/0,0/1
2015 Dobrich $25K R32,L vs Ruse,64% (9/14),78% (7/9),4/8,79% (11/14),18% (2/11),2/6,0/1,0/1,0/0,0/1
2015 Sofia $25K QF,L vs Leykina,60% (6/10),50% (3/6),1/3,70% (7/10),29% (2/7),2/3,0/0,0/2,0/0,0/1
2015 Baku Q2,L vs Savchuk,13% (1/8),100% (1/1),0/3,63% (5/8),0% (0/5),1/1,0/0,0/2,0/0,0/1
2015 Istanbul Q1,L vs Cengiz,46% (6/13),83% (5/6),2/6,54% (7/13),0% (0/7),3/5,1/1,1/2,0/0,0/1
2015 Bastad R32,L vs Siniakova,22% (2/9),100% (2/2),1/3,78% (7/9),29% (2/7),0/2,0/0,0/2,0/0,0/1
2016 (9 matches),,54.1%,82.6%,32.3%,52.4%,20.5%,68.6%,63.6%,50.0%,66.7%,50.0%
2015 (16 matches),,48.2%,74.4%,40.4%,59.4%,24.8%,53.4%,71.4%,20.8%,66.7%,0.0%
2014 (13 matches),,52.1%,85.5%,36.8%,44.9%,22.6%,67.4%,80.0%,62.5%,100.0%,100.0%
2013 (29 matches),,54.0%,78.6%,44.3%,51.0%,30.1%,65.5%,65.7%,65.2%,66.7%,63.6%
2012 (6 matches),,59.7%,75.0%,30.4%,51.5%,26.5%,76.0%,62.5%,50.0%,50.0%,-
Career (76 matches),,52.6%,78.8%,39.0%,52.0%,26.1%,65.1%,68.8%,46.4%,70.0%,42.9%
