Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,7,2,5,28.6%,0,0,0,-,2017,2023,Q3,6,0.86,3.4%,5.8%,61.8%,62.9%,38.0%,53.4%,40.2%,43.5%,47.1%
Roland Garros,5,Clay,11,6,5,54.5%,2,0,2,0.0%,2016,2021,R128,5,1.03,1.4%,8.5%,62.0%,60.4%,38.4%,52.1%,49.5%,40.9%,61.2%
Wimbledon,6,Grass,12,6,6,50.0%,3,1,2,33.3%,2016,2022,Q3,4,0.91,2.8%,5.9%,68.3%,64.1%,41.2%,56.8%,39.5%,46.7%,35.5%
US Open,6,Hard,10,4,6,40.0%,2,2,0,100.0%,2016,2022,R128,5,0.74,1.7%,8.7%,60.3%,60.3%,34.8%,50.1%,37.0%,49.1%,40.6%
Fed Cup,5,,13,10,3,76.9%,3,2,1,66.7%,2015,2019,,12,1.16,0.9%,6.8%,66.2%,63.8%,40.6%,55.9%,51.3%,55.2%,60.3%
Linz,8,Hard,8,0,8,0.0%,1,1,0,100.0%,2012,2023,R32,7,0.71,0.5%,7.8%,57.3%,51.9%,34.9%,44.6%,39.4%,45.1%,36.6%
Budapest,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2017,2021,R32,2,0.85,2.2%,6.1%,65.7%,58.0%,40.3%,51.9%,40.6%,44.4%,58.3%
Istanbul,2,Clay,4,1,3,25.0%,1,1,0,100.0%,2019,2021,R32,4,0.91,0.0%,8.3%,66.0%,55.0%,36.1%,48.6%,46.8%,52.6%,40.9%
Hua Hin,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2017,2020,QF,5,1.02,1.7%,8.0%,58.0%,63.1%,45.0%,55.5%,45.5%,58.3%,51.2%
Brisbane,2,Hard,3,1,2,33.3%,0,0,0,-,2017,2020,Q2,3,0.85,1.3%,5.5%,71.4%,58.8%,38.2%,52.9%,40.0%,56.3%,52.4%
Gstaad,3,Clay,7,4,3,57.1%,2,1,1,50.0%,2016,2018,R16,7,0.98,0.8%,7.3%,68.6%,51.0%,42.5%,48.3%,50.7%,47.6%,51.2%
