Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W60 Hechingen QF,W vs Schaeder,70% (7/10),63% (5/8),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Jurmala Q2,W vs Grabher,54% (7/13),45% (5/11),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Lausanne Q1,W vs Poznikhirenko,46% (6/13),67% (6/9),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Stuttgart Vaihingen R16,W vs Evtimova,55% (6/11),60% (6/10),2/5,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W60 Rome F,L vs Errani,67% (2/3),75% (3/4),0/0,0/0,33% (3/9),1/3,1/2,- (0/0),- (0/0)
2019 W60 Brescia QF,L vs Chiesa,63% (5/8),46% (6/13),0/0,0/0,30% (3/10),0/2,0/1,20% (1/5),25% (1/4)
2019 W60 Brescia R16,W vs Ozgen,73% (8/11),50% (4/8),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W60 Brescia R32,W vs Hogenkamp,63% (10/16),42% (5/12),2/2,1/1,50% (4/8),0/1,0/0,- (0/0),- (0/0)
2019 Prague R32,L vs Pera,56% (5/9),50% (1/2),0/0,0/0,0% (0/4),4/6,0/1,- (0/0),- (0/0)
2019 Prague Q3,W vs Bouzkova,43% (6/14),46% (6/13),2/3,1/1,33% (2/6),0/0,0/0,57% (4/7),57% (4/7)
2019 Prague Q2,W vs Bolsova,37% (7/19),63% (10/16),2/5,1/3,46% (6/13),0/1,0/0,- (0/0),- (0/0)
2019 Prague Q1,W vs Sramkova,44% (7/16),46% (6/13),2/3,1/2,69% (9/13),1/1,0/0,- (0/0),- (0/0)
2019 Istanbul Q1,L vs Babos,39% (7/18),36% (5/14),1/1,0/0,59% (13/22),5/7,5/6,67% (4/6),60% (3/5)
2019 W25 Santa Margherita Di Pula QF,L vs Zimmermann,53% (8/15),50% (7/14),1/1,0/0,50% (8/16),3/5,1/2,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,W vs Bilardo,50% (6/12),40% (6/15),2/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs Halbauer,86% (6/7),54% (7/13),2/2,1/1,43% (3/7),0/0,0/0,- (0/0),- (0/0)
2019 Lugano Q2,L vs Lottner,39% (9/23),26% (5/19),1/1,0/0,63% (12/19),2/4,1/2,67% (4/6),60% (3/5)
2019 Lugano Q1,W vs Tomova,46% (6/13),60% (6/10),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 W25 Campinas R16,L vs Kostova,50% (4/8),44% (4/9),1/2,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2019 Fed Cup RR,W vs Tahan,67% (8/12),44% (4/9),2/3,1/1,67% (2/3),1/1,0/0,67% (4/6),50% (3/6)
2019 (28 matches),,52.4%,48.3%,67.2%,75.0%,53.4%,54.0%,61.5%,56.7%,51.9%
2018 (10 matches),,60.2%,39.5%,70.0%,60.0%,51.1%,44.8%,56.3%,50.0%,37.5%
2017 (41 matches),,54.5%,49.4%,58.0%,66.7%,46.8%,46.4%,51.3%,54.8%,50.8%
2016 (36 matches),,56.7%,48.8%,47.1%,42.3%,50.3%,51.4%,54.8%,44.2%,61.5%
2015 (20 matches),,49.5%,48.6%,56.8%,60.0%,55.8%,58.2%,56.0%,38.2%,48.5%
Career (157 matches),,53.8%,48.8%,57.1%,59.5%,50.9%,49.2%,54.3%,49.2%,51.0%
