Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Chiswick R16,L vs Ekani,38% (3/8),60% (6/10),2/8,1/7,50% (3/6),0/0,0/0,60% (3/5),67% (4/6)
2019 W25 Chiswick Q1,W vs Staff,61% (11/18),100% (6/6),3/3,1/1,64% (7/11),4/5,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R16,L vs Rogozinska Dzik,70% (7/10),88% (7/8),1/1,0/0,60% (12/20),1/3,1/2,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,W vs Dapkute,75% (6/8),67% (6/9),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh SF,L vs Soylu,33% (1/3),67% (2/3),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh QF,W vs Kajuru,59% (10/17),54% (7/13),2/2,1/1,75% (6/8),0/1,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R16,W vs Poplavska,80% (8/10),36% (4/11),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,W vs Podlinska,83% (10/12),54% (7/13),2/2,1/1,44% (4/9),1/2,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Kazionova,53% (8/15),55% (6/11),1/4,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Schaeder,21% (3/14),40% (4/10),0/2,0/0,40% (4/10),2/4,2/3,40% (2/5),33% (2/6)
2019 W15 Shymkent R32,W vs Curovic,43% (6/14),58% (7/12),2/2,1/1,56% (9/16),0/1,0/0,60% (3/5),100% (4/4)
2017 Jablonec nad Nisou $15K SF,L vs Bandecchi,54% (7/13),25% (2/8),0/0,0/0,40% (2/5),1/3,1/2,50% (3/6),33% (2/6)
2017 Jablonec nad Nisou $15K R16,W vs Kawa,55% (11/20),69% (9/13),2/2,1/1,56% (9/16),0/1,0/0,50% (3/6),33% (2/6)
2017 Jablonec nad Nisou $15K R32,W vs Detiuc,63% (10/16),89% (8/9),2/3,1/2,50% (3/6),3/4,0/0,17% (1/6),67% (4/6)
2017 Milovice $15K R16,L vs Sumova,70% (7/10),60% (3/5),0/1,0/0,60% (6/10),1/3,1/2,40% (2/5),20% (1/5)
2017 Milovice $15K R32,W vs Colmegna,64% (7/11),50% (5/10),2/6,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K SF,L vs Talbi,64% (7/11),56% (5/9),1/1,0/0,46% (6/13),3/5,3/4,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K QF,W vs Bonic,67% (12/18),31% (4/13),2/3,1/1,82% (9/11),0/1,0/0,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K R16,W vs So,54% (7/13),63% (5/8),2/5,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K R32,W vs Wachaczyk,53% (10/19),36% (4/11),2/2,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2019 (11 matches),,56.6%,58.5%,58.6%,53.8%,52.5%,40.0%,42.9%,53.3%,62.5%
2017 (28 matches),,54.9%,50.2%,54.4%,58.3%,55.1%,47.6%,51.7%,45.9%,48.6%
2016 (4 matches),,47.8%,55.2%,57.1%,100.0%,38.2%,33.3%,33.3%,-,-
Career (43 matches),,54.7%,53.0%,55.9%,59.0%,52.9%,44.6%,48.7%,48.1%,52.8%
