Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Chiswick R16,L vs Ekani,1.07,1.46,41.6,2.0,-,56.5%,-,47.6%,66.7%,64.0%
2019 W25 Chiswick Q1,W vs Staff,1.10,1.25,60.2,7.1,-,56.3%,-,61.0%,45.5%,50.0%
2019 W15 Sharm El Sheikh R16,L vs Rogozinska Dzik,0.97,0.91,87.6,14.4,1.9%,44.2%,0.0%,55.1%,45.8%,48.8%
2019 W15 Sharm El Sheikh R32,W vs Dapkute,1.15,3.39,27.3,2.2,0.0%,68.4%,12.5%,81.3%,77.8%,73.3%
2019 W15 Sharm El Sheikh SF,L vs Soylu,1.04,0.52,36.7,2.1,0.0%,38.1%,0.0%,26.3%,34.8%,33.3%
2019 W15 Sharm El Sheikh QF,W vs Kajuru,0.90,1.28,60.4,4.4,0.0%,64.3%,0.0%,62.5%,52.3%,51.3%
2019 W15 Sharm El Sheikh R16,W vs Poplavska,1.31,3.36,28.8,2.1,8.7%,82.6%,0.0%,77.8%,51.9%,47.8%
2019 W15 Sharm El Sheikh R32,W vs Podlinska,1.00,1.21,58.9,2.3,2.1%,59.6%,0.0%,60.0%,45.3%,53.1%
2019 W15 Sharm El Sheikh R32,L vs Kazionova,0.87,0.82,65.9,4.1,0.0%,50.0%,5.0%,55.0%,44.7%,45.2%
2019 W15 Sharm El Sheikh R32,L vs Schaeder,1.02,0.81,57.9,3.4,0.0%,39.0%,0.0%,51.3%,40.5%,47.1%
2019 W15 Shymkent R32,W vs Curovic,1.13,1.13,93.4,9.6,5.9%,51.0%,4.4%,46.7%,42.3%,60.0%
2017 Jablonec nad Nisou $15K SF,L vs Bandecchi,0.95,0.76,57.0,2.1,5.7%,60.0%,0.0%,48.4%,39.0%,34.2%
2017 Jablonec nad Nisou $15K R16,W vs Kawa,1.04,1.14,89.0,7.6,1.6%,59.7%,3.3%,49.2%,55.4%,44.0%
2017 Jablonec nad Nisou $15K R32,W vs Detiuc,0.90,1.24,57.5,2.0,0.0%,57.1%,2.8%,63.9%,64.3%,43.6%
2017 Milovice $15K R16,L vs Sumova,0.88,0.72,57.2,3.4,2.6%,47.4%,0.0%,69.4%,40.0%,27.6%
2017 Milovice $15K R32,W vs Colmegna,1.08,1.49,45.9,2.1,3.1%,56.3%,0.0%,66.7%,51.6%,55.2%
2017 Sharm El Sheikh $15K SF,L vs Talbi,0.89,0.84,64.0,6.3,2.2%,65.2%,4.7%,37.2%,41.3%,50.0%
2017 Sharm El Sheikh $15K QF,W vs Bonic,1.07,1.18,74.3,2.8,2.0%,60.0%,6.5%,65.2%,49.0%,33.3%
2017 Sharm El Sheikh $15K R16,W vs So,1.36,2.34,30.9,2.0,0.0%,68.0%,0.0%,62.5%,52.6%,66.7%
2017 Sharm El Sheikh $15K R32,W vs Wachaczyk,1.14,1.23,60.9,2.7,0.0%,59.1%,2.3%,60.5%,45.0%,41.7%
2019 (11 matches),,1.03,1.14,62.4,3.2,1.7%,54.0%,1.6%,56.0%,48.0%,51.9%
2017 (28 matches),,1.01,1.02,55.0,2.5,2.1%,55.7%,2.0%,54.1%,45.3%,46.1%
2016 (4 matches),,0.97,0.94,50.3,3.0,0.0%,60.4%,0.0%,44.4%,44.6%,46.1%
Career (43 matches),,1.01,1.04,56.5,2.7,1.8%,55.7%,1.7%,53.7%,46.0%,47.6%
