Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Roland Garros R64,L vs Schmiedlova,0.91,0.72,50.5,2.2,0.0%,51.5%,3.2%,41.9%,37.8%,47.1%
2023 Roland Garros R128,W vs Kucova,0.94,1.54,42.8,2.7,0.0%,65.0%,0.0%,58.8%,62.1%,63.0%
2022 W60 San Sebastian SF,W vs Vedder,1.07,1.52,45.3,2.1,0.0%,65.6%,3.3%,53.3%,62.1%,51.9%
2021 Courmayeur R16,L vs Samsonova,0.86,0.61,44.5,2.2,6.9%,44.8%,14.3%,64.3%,33.3%,30.8%
2021 Wimbledon R128,L vs Badosa,0.96,0.80,58.2,2.5,2.2%,56.5%,2.4%,56.1%,32.6%,40.5%
2021 Australian Open R128,L vs Brady,0.88,0.33,35.1,2.0,7.1%,50.0%,8.0%,56.0%,13.6%,23.5%
2021 Yarra Valley Classic R32,L vs Bouzkova,1.04,0.82,70.0,3.0,0.0%,54.8%,2.6%,61.5%,32.6%,34.1%
2020 Roland Garros R128,L vs Paolini,0.89,0.66,42.9,2.5,0.0%,35.5%,10.7%,57.1%,50.0%,30.0%
2019 US Open R64,L vs Cirstea,0.88,0.83,63.3,6.7,6.7%,53.3%,2.3%,53.5%,38.3%,50.0%
2019 US Open R128,W vs Strycova,1.32,1.42,50.7,2.2,0.0%,46.3%,0.0%,47.4%,52.9%,61.3%
2019 Roland Garros R16,L vs Anisimova,0.86,0.66,41.2,2.1,-,44.4%,-,52.0%,44.1%,35.3%
2019 Roland Garros R16,L vs Anisimova,0.91,0.64,40.6,2.1,3.7%,44.4%,0.0%,52.0%,41.2%,32.4%
2019 Roland Garros R32,W vs Alexandrova,1.08,1.35,55.7,2.2,0.0%,62.2%,2.9%,58.8%,46.9%,51.7%
2019 Roland Garros R64,W vs Cirstea,1.15,1.15,66.6,2.7,-,59.5%,-,54.3%,33.3%,52.4%
2019 Roland Garros R64,W vs Cirstea,1.08,1.23,67.3,2.7,0.0%,58.5%,5.7%,62.9%,42.5%,47.4%
2019 Roland Garros R128,W vs Zvonareva,0.90,1.43,54.4,3.0,-,63.3%,-,75.0%,42.2%,57.5%
2019 Roland Garros R128,W vs Zvonareva,0.88,1.54,49.5,2.3,0.0%,75.9%,3.7%,66.7%,47.6%,52.5%
2019 Bogota R32,L vs Linette,1.11,0.83,61.6,17.9,2.1%,39.6%,0.0%,58.1%,37.8%,40.0%
2019 Charleston R32,L vs Collins,0.94,0.80,56.9,2.9,5.1%,56.4%,5.4%,40.5%,54.3%,31.3%
2019 Charleston R64,W vs Di Lorenzo,1.01,1.36,60.0,2.5,3.0%,63.6%,0.0%,64.5%,42.4%,54.5%
2023 (2 matches),,0.92,0.99,47.4,2.4,0.0%,56.6%,2.1%,47.9%,48.5%,54.1%
2022 (1 matches),,1.07,1.52,45.3,2.1,0.0%,65.6%,3.3%,53.3%,62.1%,51.9%
2021 (4 matches),,0.95,0.69,55.3,2.4,3.4%,52.4%,6.0%,59.4%,29.8%,34.1%
2020 (1 matches),,0.89,0.66,42.9,2.5,0.0%,35.5%,10.7%,57.1%,50.0%,30.0%
2019 (20 matches),,0.98,1.07,53.4,2.7,2.5%,55.3%,2.1%,59.6%,45.3%,47.8%
Career (49 matches),,1.01,1.07,55.1,2.7,1.8%,55.6%,2.1%,55.3%,46.6%,47.9%
