Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Roland Garros R64,L vs Schmiedlova,12.5%,21.9%,41.5%,16.3%,26.5%,43.9%,50.0%,52.2%,71.4%,0.0%,8.3%,33.3%,0.0%,87.5%,-,-119
2023 Roland Garros R128,W vs Kucova,32.4%,43.2%,47.8%,35.7%,50.0%,44.4%,84.6%,53.3%,-,28.6%,28.6%,60.0%,0.0%,75.0%,100.0%,137
2022 ITF San Sebastian SF,W vs Vedder,9.7%,16.1%,56.4%,11.8%,19.6%,62.2%,4.5%,72.4%,80.0%,0.0%,0.0%,30.0%,20.0%,60.0%,-,-119
2022 Roland Garros Q1,L vs Von Deichmann,13.2%,18.9%,33.3%,13.9%,19.4%,35.5%,13.3%,28.6%,50.0%,15.4%,23.1%,27.3%,14.3%,50.0%,0.0%,17
2021 Courmayeur R16,L vs Samsonova,28.1%,33.3%,39.5%,38.2%,44.1%,28.6%,50.0%,22.2%,40.0%,15.0%,20.0%,52.9%,0.0%,81.8%,100.0%,31
2021 Yarra Valley Classic R32,L vs Bouzkova,9.9%,21.0%,55.9%,10.6%,27.7%,64.3%,60.0%,31.8%,0.0%,10.3%,13.8%,42.3%,11.1%,35.0%,50.0%,-14
2020 Roland Garros R128,L vs Paolini,11.9%,16.9%,39.2%,11.4%,18.2%,41.0%,33.3%,34.5%,25.0%,14.3%,14.3%,33.3%,20.0%,50.0%,100.0%,-23
2019 US Open R64,L vs Cirstea,21.6%,34.1%,41.8%,24.1%,41.4%,45.5%,53.3%,25.0%,0.0%,17.9%,21.4%,34.8%,55.6%,68.4%,60.0%,-23
2019 US Open R128,W vs Strycova,7.6%,17.7%,45.6%,6.9%,20.7%,46.3%,59.4%,42.3%,100.0%,12.5%,12.5%,42.9%,33.3%,76.9%,75.0%,-9
2019 Wimbledon Q1,W vs Gauff,14.8%,18.0%,34.0%,19.4%,22.2%,44.8%,29.4%,26.3%,33.3%,8.7%,13.0%,19.0%,40.0%,69.2%,50.0%,-27
2019 Roland Garros R16,L vs Anisimova,23.1%,26.9%,34.2%,38.5%,42.3%,25.0%,37.5%,30.0%,33.3%,8.3%,12.5%,40.9%,50.0%,68.8%,100.0%,-30
2019 Charleston R64,W vs Di Lorenzo,20.3%,39.1%,56.0%,19.0%,38.1%,52.9%,63.2%,26.1%,-,23.8%,42.9%,62.5%,70.0%,63.6%,66.7%,-49
2018 ITF Darmstadt F,W vs Gerlach,13.2%,22.6%,54.3%,14.6%,22.0%,57.1%,42.1%,63.6%,75.0%,8.3%,25.0%,45.5%,28.6%,100.0%,100.0%,-104
Career (13 matches),,16.0%,24.9%,45.1%,18.4%,29.1%,47.7%,45.7%,40.0%,51.3%,12.7%,18.3%,39.5%,29.8%,65.9%,71.4%,10
