Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Roland Garros R64,L vs Schmiedlova,50% (5/10),60% (3/5),1/5,78% (7/9),29% (2/7),1/3,0/0,1/1,0/0,1/1
2023 Roland Garros R128,W vs Kucova,88% (7/8),100% (7/7),2/2,29% (2/7),0% (0/2),5/6,1/1,0/0,0/0,0/0
2022 W60 San Sebastian SF,W vs Vedder,78% (7/9),86% (6/7),2/3,30% (3/10),0% (0/3),5/6,2/2,1/1,1/1,0/0
2021 Courmayeur R16,L vs Samsonova,33% (3/9),33% (1/3),0/3,67% (6/9),33% (2/6),1/1,0/0,1/2,0/0,1/1
2021 Wimbledon R128,L vs Badosa,29% (4/14),50% (2/4),0/5,57% (8/14),38% (3/8),1/1,0/0,0/0,0/0,0/0
2021 Australian Open R128,L vs Brady,0% (0/8),- (0/0),0/3,63% (5/8),20% (1/5),0/0,0/0,0/1,0/0,0/1
2021 Yarra Valley Classic R32,L vs Bouzkova,20% (3/15),67% (2/3),1/4,36% (5/14),0% (0/5),1/2,0/0,1/2,0/0,0/1
2020 Roland Garros R128,L vs Paolini,40% (4/10),75% (3/4),1/4,56% (5/9),0% (0/5),1/3,0/0,2/3,0/0,2/2
2019 US Open R64,L vs Cirstea,43% (6/14),83% (5/6),3/6,46% (6/13),0% (0/6),2/4,0/0,0/0,0/0,0/0
2019 US Open R128,W vs Strycova,64% (7/11),100% (7/7),3/6,55% (6/11),0% (0/6),4/6,1/1,0/0,1/1,0/0
2019 Roland Garros R16,L vs Anisimova,44% (4/9),25% (1/4),1/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,0/0
2019 Roland Garros R16,L vs Anisimova,38% (3/8),0% (0/3),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,0/0
2019 Roland Garros R32,W vs Alexandrova,50% (5/10),100% (5/5),0/2,60% (6/10),67% (4/6),2/3,0/0,0/0,0/0,0/0
2019 Roland Garros R64,W vs Cirstea,29% (4/14),100% (4/4),1/2,33% (5/15),0% (0/5),2/4,0/4,0/0,0/0,0/0
2019 Roland Garros R64,W vs Cirstea,33% (4/12),100% (4/4),2/3,33% (4/12),0% (0/4),2/4,0/3,0/0,0/0,0/0
2019 Roland Garros R128,W vs Zvonareva,43% (6/14),83% (5/6),0/1,25% (3/12),33% (1/3),4/4,2/2,1/1,1/1,0/0
2019 Roland Garros R128,W vs Zvonareva,56% (5/9),80% (4/5),0/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2019 Bogota R32,L vs Linette,38% (5/13),100% (5/5),2/5,62% (8/13),25% (2/8),4/5,1/3,0/0,0/2,0/0
2019 Charleston R32,L vs Collins,36% (4/11),100% (4/4),2/5,60% (6/10),17% (1/6),1/3,0/0,1/1,0/0,1/1
2019 Charleston R64,W vs Di Lorenzo,70% (7/10),57% (4/7),1/2,18% (2/11),0% (0/2),4/4,2/2,1/1,1/1,0/0
2023 (2 matches),,66.7%,83.3%,42.9%,56.3%,22.2%,66.7%,100.0%,100.0%,-,100.0%
2022 (1 matches),,77.8%,85.7%,66.7%,30.0%,0.0%,83.3%,100.0%,100.0%,100.0%,-
2021 (4 matches),,21.7%,50.0%,6.7%,53.3%,25.0%,75.0%,-,40.0%,-,33.3%
2020 (1 matches),,40.0%,75.0%,25.0%,55.6%,0.0%,33.3%,-,66.7%,-,100.0%
2019 (20 matches),,49.5%,76.7%,36.7%,40.2%,17.1%,78.3%,59.3%,84.6%,63.6%,50.0%
Career (49 matches),,52.4%,81.6%,36.1%,46.5%,19.0%,65.8%,65.4%,58.3%,75.0%,46.2%
