Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Grodzisk Mazowiecki R16,L vs Andrianjafitrimo,0.98,0.86,56.9,4.4,-,42.6%,-,50.0%,52.4%,41.7%
2019 W25 Grodzisk Mazowiecki R32,W vs Falkowska,1.16,1.63,41.3,2.1,-,51.9%,-,63.0%,69.2%,50.0%
2019 W25 Santa Margherita Di Pula R32,L vs Yerolymos,0.92,0.41,30.7,2.0,0.0%,47.8%,0.0%,30.0%,28.6%,25.0%
2019 W25 Plantation FL R32,L vs Maristany Zuleta De Reales,1.08,0.63,41.2,2.9,0.0%,34.5%,0.0%,42.9%,33.3%,38.9%
2017 Santa Margherita Di Pula $25K QF,L vs Dinu,1.01,0.56,37.6,2.0,4.2%,37.5%,0.0%,30.4%,42.9%,29.4%
2017 Santa Margherita Di Pula $25K R16,L vs Grymalska,0.94,0.55,34.3,2.4,-,16.7%,-,22.2%,48.3%,46.4%
2017 Santa Margherita Di Pula $25K R32,W vs Rosatello,1.06,1.21,66.7,6.0,1.8%,52.6%,0.0%,50.0%,44.2%,67.5%
2017 Cherboug en Cotentin $25K R32,L vs Gervais,1.10,0.76,62.7,3.4,2.8%,44.4%,0.0%,55.9%,36.8%,32.4%
2017 Saint Petersburg $100K R32,L vs Abduraimova,1.02,0.88,74.9,2.5,3.6%,50.9%,0.0%,52.8%,39.0%,44.4%
2017 Batumi $25K QF,L vs Abduraimova,0.97,0.55,41.2,2.6,0.0%,32.0%,0.0%,54.2%,32.0%,33.3%
2017 Almaty $25K F,W vs Amanmuradova,0.95,1.46,45.7,2.7,4.3%,65.2%,0.0%,61.9%,55.9%,56.3%
2017 Moscow $15K R32,W vs Avanesyan,1.02,1.18,65.1,22.1,0.0%,55.2%,0.0%,50.0%,60.9%,47.6%
2017 Moscow $15K F,L vs Shymanovich,0.88,0.58,39.4,2.1,0.0%,50.0%,4.2%,45.8%,23.3%,48.0%
2017 Moscow $15K SF,W vs Pospelova,1.05,2.24,33.5,2.2,8.0%,72.0%,4.5%,72.7%,63.6%,54.5%
2017 Moscow $15K QF,W vs Kruzhkova,1.03,1.19,68.4,4.0,2.0%,49.0%,0.0%,52.1%,62.8%,51.3%
2017 Darmstadt $25K R32,L vs Frech,0.89,0.76,51.9,3.8,0.0%,51.4%,0.0%,50.0%,39.5%,44.4%
2017 Stuttgart Vaihingen $25K R32,L vs Schoofs,0.75,0.58,39.3,2.1,0.0%,29.6%,0.0%,41.7%,55.6%,44.0%
2017 Lenzerheide $25K R16,L vs Boeykens,1.04,0.89,70.4,2.2,0.0%,42.1%,0.0%,48.1%,51.0%,42.2%
2017 Essen $25K R32,L vs Melnikova,0.96,0.83,50.9,2.3,0.0%,40.0%,2.6%,44.7%,44.1%,56.7%
2017 Wiesbaden $25K R32,L vs Zaja,0.85,0.55,35.9,2.1,0.0%,32.0%,0.0%,40.0%,40.0%,43.5%
2019 (4 matches),,1.03,0.84,45.1,2.6,0.0%,43.7%,0.0%,47.9%,48.2%,39.8%
2017 (27 matches),,0.98,0.92,56.1,2.7,1.7%,49.4%,0.6%,49.6%,47.6%,46.8%
2016 (18 matches),,0.98,0.83,57.5,2.7,0.9%,54.6%,1.4%,51.1%,40.2%,39.9%
2015 (28 matches),,1.05,1.08,58.2,2.8,1.8%,54.3%,1.1%,50.2%,48.9%,48.9%
2014 (15 matches),,1.07,1.18,57.9,2.9,1.7%,56.5%,2.2%,52.8%,49.1%,50.6%
Career (104 matches),,1.01,0.99,57.4,2.8,1.5%,53.3%,1.1%,51.0%,46.9%,46.8%
