Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Grodzisk Mazowiecki R16,L vs Andrianjafitrimo,38% (5/13),67% (6/9),1/1,0/0,36% (4/11),0/1,0/1,- (0/0),- (0/0)
2019 W25 Grodzisk Mazowiecki R32,W vs Falkowska,60% (6/10),100% (6/6),2/3,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,L vs Yerolymos,50% (2/4),0% (0/2),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 W25 Plantation FL R32,L vs Maristany Zuleta De Reales,20% (1/5),67% (2/3),0/0,0/0,22% (2/9),1/3,0/1,- (0/0),- (0/0)
2017 Santa Margherita Di Pula $25K QF,L vs Dinu,20% (1/5),50% (2/4),0/0,0/0,0% (0/7),0/2,0/1,- (0/0),- (0/0)
2017 Santa Margherita Di Pula $25K R16,L vs Grymalska,0% (0/2),60% (3/5),0/0,0/0,22% (2/9),1/3,1/2,- (0/0),- (0/0)
2017 Santa Margherita Di Pula $25K R32,W vs Rosatello,33% (7/21),62% (8/13),2/7,1/1,65% (11/17),1/2,0/0,- (0/0),- (0/0)
2017 Cherboug en Cotentin $25K R32,L vs Gervais,63% (5/8),22% (2/9),0/3,0/0,64% (7/11),1/3,1/2,40% (2/5),20% (1/5)
2017 Saint Petersburg $100K R32,L vs Abduraimova,33% (6/18),33% (4/12),1/1,0/0,68% (13/19),1/3,1/2,- (0/0),- (0/0)
2017 Batumi $25K QF,L vs Abduraimova,100% (2/2),33% (1/3),0/0,0/0,67% (10/15),2/4,0/1,- (0/0),- (0/0)
2017 Almaty $25K F,W vs Amanmuradova,86% (6/7),67% (6/9),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2017 Moscow $15K R32,W vs Avanesyan,42% (8/19),53% (8/15),2/3,1/1,60% (9/15),0/1,0/0,- (0/0),- (0/0)
2017 Moscow $15K F,L vs Shymanovich,67% (4/6),33% (2/6),0/0,0/0,50% (5/10),4/6,1/2,- (0/0),- (0/0)
2017 Moscow $15K SF,W vs Pospelova,70% (7/10),56% (5/9),2/4,1/3,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2017 Moscow $15K QF,W vs Kruzhkova,44% (8/18),59% (10/17),2/2,1/1,58% (7/12),0/1,0/0,40% (2/5),20% (1/5)
2017 Darmstadt $25K R32,L vs Frech,60% (6/10),33% (4/12),0/0,0/0,29% (2/7),1/3,1/2,33% (2/6),40% (2/5)
2017 Stuttgart Vaihingen $25K R32,L vs Schoofs,50% (1/2),40% (4/10),0/0,0/0,38% (5/13),2/4,1/2,- (0/0),- (0/0)
2017 Lenzerheide $25K R16,L vs Boeykens,40% (6/15),54% (7/13),1/1,0/0,57% (12/21),1/3,1/2,- (0/0),- (0/0)
2017 Essen $25K R32,L vs Melnikova,60% (3/5),83% (5/6),0/0,0/0,58% (11/19),2/4,0/1,- (0/0),- (0/0)
2017 Wiesbaden $25K R32,L vs Zaja,100% (2/2),43% (3/7),0/0,0/0,30% (3/10),0/2,0/1,- (0/0),- (0/0)
2019 (4 matches),,43.8%,70.0%,75.0%,100.0%,29.0%,16.7%,0.0%,-,-
2017 (27 matches),,49.1%,46.6%,50.0%,55.6%,51.6%,39.4%,34.6%,37.5%,26.7%
2016 (18 matches),,48.4%,38.1%,60.0%,83.3%,49.7%,61.1%,64.9%,70.3%,41.7%
2015 (28 matches),,55.0%,48.5%,53.5%,50.0%,50.2%,45.8%,28.6%,52.2%,52.4%
2014 (15 matches),,55.2%,49.4%,57.1%,50.0%,49.6%,23.5%,33.3%,100.0%,40.0%
Career (104 matches),,51.4%,47.4%,53.9%,50.0%,49.9%,46.4%,43.8%,58.7%,40.4%
