Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,24,11,13,45.8%,25-31,44.6%,259-278,48.2%,5-3,62.5%,24,49.6%,46.8%,0.9%,3.2%,67.3%,53.4%,43.5%,50.2%,49.1%,49.6%,0.99,F (W15 Hillcrest)
2024,29,13,16,44.8%,31-38,44.9%,324-326,49.8%,3-5,37.5%,0,,,,,,,,,,,,SF (2x)
2023,24,13,11,54.2%,31-25,55.4%,273-256,51.6%,2-1,66.7%,0,,,,,,,,,,,,F (W15 Baku)
2022,28,12,16,42.9%,29-38,43.3%,275-303,47.6%,1-1,50.0%,0,,,,,,,,,,,,W (W15 Bad Waltersdorf)
2021,29,19,10,65.5%,40-26,60.6%,314-276,53.2%,3-1,75.0%,0,,,,,,,,,,,,W (W15 Antalya)
2020,12,8,4,66.7%,18-10,64.3%,129-110,54.0%,1-0,100.0%,0,,,,,,,,,,,,SF (W15 Heraklion)
2019,26,10,16,38.5%,26-33,44.1%,248-276,47.3%,3-3,50.0%,0,,,,,,,,,,,,SF (W15 Heraklion)
2018,42,19,23,45.2%,47-53,47.0%,433-474,47.7%,3-4,42.9%,0,,,,,,,,,,,,F (Santa Margherita Di Pula $25K)
2017,42,21,21,50.0%,46-50,47.9%,431-422,50.5%,1-5,16.7%,0,,,,,,,,,,,,W (Almaty $25K)
2016,24,9,15,37.5%,19-33,36.5%,225-274,45.1%,5-4,55.6%,0,,,,,,,,,,,,SF (Minsk $25K)
2015,66,46,20,69.7%,98-55,64.1%,790-645,55.1%,3-7,30.0%,0,,,,,,,,,,,,W (3x)
2014,65,42,23,64.6%,92-62,59.7%,748-641,53.9%,8-5,61.5%,0,,,,,,,,,,,,W (4x)
2013,45,28,17,62.2%,63-38,62.4%,490-386,55.9%,0-1,0.0%,0,,,,,,,,,,,,W (MarathonAthens 10K)
2012,46,25,21,54.3%,60-47,56.1%,512-470,52.1%,8-6,57.1%,0,,,,,,,,,,,,F (Dubrovnik 10K)
2011,5,1,4,20.0%,4-8,33.3%,48-63,43.2%,0-0,-,0,,,,,,,,,,,,R16 (Doboj 10K)
2010,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,509,277,232,54.4%,629-551,53.3%,5507-5224,51.3%,46-46,50.0%,24,49.6%,46.8%,0.9%,3.2%,67.3%,53.4%,43.5%,50.2%,49.1%,49.6%,0.99,
