Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Stockholm R16,L vs Ruud,33% (9/27),100% (1/1),0/0,0/0,60% (3/5),2/4,0/1,20% (1/5),25% (1/4)
2025 Shanghai R64,L vs Djokovic,91% (10/11),0% (0/4),0/0,0/0,0% (0/1),0/2,0/1,0% (0/4),40% (2/5)
2025 Beijing R32,L vs Sinner,57% (4/7),0% (0/1),0/0,0/0,60% (6/10),3/5,2/3,- (0/0),- (0/0)
2025 Wimbledon R16,L vs Cobolli,63% (19/30),13% (1/8),1/4,0/0,63% (5/8),1/4,0/1,50% (5/10),45% (5/11)
2025 Girona CH F,W vs Moller,53% (10/19),50% (2/4),2/7,1/2,100% (8/8),0/0,0/0,- (0/0),- (0/0)
2025 Girona CH SF,W vs De Jong,56% (10/18),100% (2/2),2/3,1/2,100% (11/11),0/0,0/0,- (0/0),- (0/0)
2025 Doha R32,L vs Alcaraz,54% (7/13),17% (1/6),0/0,0/0,70% (7/10),0/2,0/1,- (0/0),- (0/0)
2024 Paris R64,L vs Fils,89% (8/9),50% (2/4),0/0,0/0,0% (0/3),0/2,0/1,33% (2/6),50% (3/6)
2024 Hangzhou F,W vs Zhang,67% (12/18),0% (0/2),2/2,1/1,100% (2/2),0/0,0/0,92% (11/12),25% (3/12)
2022 Davis Cup RR,W vs Carreno Busta,65% (13/20),31% (4/13),2/2,1/1,71% (10/14),0/1,0/0,83% (5/6),33% (2/6)
2022 Paris R64,L vs Musetti,100% (8/8),0% (0/2),0/0,0/0,0% (0/2),0/2,0/1,- (0/0),- (0/0)
2022 Tel Aviv F,L vs Djokovic,70% (7/10),0% (0/1),0/0,0/0,67% (4/6),1/3,0/1,- (0/0),- (0/0)
2022 Tel Aviv R16,W vs Thiem,74% (14/19),31% (4/13),2/6,1/2,50% (1/2),1/2,0/0,57% (4/7),29% (2/7)
2022 US Open R16,L vs Alcaraz,86% (18/21),56% (5/9),2/2,0/0,67% (12/18),3/6,0/1,- (0/0),- (0/0)
2022 US Open R32,W vs Evans,77% (20/26),45% (5/11),3/10,1/2,78% (7/9),3/4,0/0,53% (9/17),41% (7/17)
2022 US Open R64,W vs Ramos,61% (14/23),33% (4/12),3/3,1/1,67% (4/6),1/1,0/0,83% (5/6),40% (2/5)
2022 US Open R128,W vs Marterer,79% (15/19),31% (4/13),3/5,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2022 Cincinnati R64,W vs Munar,82% (9/11),27% (3/11),2/7,1/6,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2022 Canada R16,L vs Paul,71% (5/7),20% (1/5),0/0,0/0,56% (5/9),1/3,0/1,- (0/0),- (0/0)
2022 Canada R32,W vs Khachanov,60% (9/15),50% (3/6),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2025 (7 matches),,55.2%,26.9%,35.7%,50.0%,75.5%,35.3%,28.6%,31.6%,40.0%
2024 (2 matches),,74.1%,33.3%,100.0%,100.0%,40.0%,0.0%,0.0%,72.2%,33.3%
2022 (18 matches),,71.5%,38.6%,58.9%,57.1%,64.4%,43.8%,25.0%,65.9%,40.0%
2021 (17 matches),,66.3%,37.1%,50.9%,35.5%,61.7%,45.7%,50.0%,73.5%,40.0%
2020 (8 matches),,69.6%,35.8%,51.9%,36.4%,60.6%,33.3%,0.0%,52.6%,22.2%
Career (510 matches),,69.3%,38.2%,53.4%,55.8%,64.0%,45.8%,43.1%,65.5%,38.8%
