Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Stockholm R16,L vs Ruud,52.9%,25.9%,3.9%,1/1,2.49,35.5%,40.0%,21.4%,2.9%,2.38,64.7%,86.7%,30.8%,6.7%,2.61,0.0%
2025 Shanghai R64,L vs Djokovic,58.9%,37.2%,1.4%,1/0,1.86,17.1%,51.0%,32.0%,0.0%,1.79,28.6%,81.8%,44.4%,4.5%,1.96,0.0%
2025 Beijing R32,L vs Sinner,59.6%,46.4%,12.8%,3/3,1.90,7.7%,52.8%,47.4%,5.6%,1.97,17.6%,90.0%,44.4%,40.0%,1.84,0.0%
2025 Wimbledon R16,L vs Cobolli,62.7%,44.7%,4.7%,4/3,2.36,36.0%,59.3%,35.2%,4.4%,2.50,58.8%,71.4%,57.5%,5.4%,2.17,5.3%
2025 Girona CH F,W vs Moller,68.6%,50.0%,7.1%,3/2,2.12,6.7%,66.0%,57.6%,2.0%,1.96,13.0%,93.8%,33.3%,25.0%,2.30,0.0%
2025 Girona CH SF,W vs De Jong,65.4%,47.1%,5.8%,2/1,1.87,8.8%,56.8%,38.1%,0.0%,1.85,17.2%,92.9%,61.5%,21.4%,1.89,0.0%
2025 Doha R32,L vs Alcaraz,59.3%,45.7%,1.7%,0/1,1.95,19.2%,54.1%,55.0%,0.0%,1.84,28.6%,75.0%,33.3%,5.0%,2.18,0.0%
2024 Paris R64,L vs Fils,54.0%,50.0%,3.2%,1/1,2.08,22.2%,41.2%,21.4%,2.9%,1.82,47.1%,76.9%,70.0%,3.8%,2.32,0.0%
2024 Hangzhou F,W vs Zhang,48.7%,42.1%,7.7%,2/4,2.52,21.7%,41.8%,43.5%,3.6%,2.30,45.0%,71.4%,40.0%,19.0%,2.70,3.8%
2022 Davis Cup Finals QF,W vs Carreno Busta,70.8%,52.0%,3.8%,3/1,2.41,24.3%,67.6%,54.2%,1.4%,2.82,65.4%,84.4%,48.1%,9.4%,2.20,0.0%
2022 Paris R64,L vs Musetti,50.9%,48.3%,7.0%,1/3,-,45.5%,45.2%,42.1%,0.0%,-,92.3%,71.4%,60.0%,28.6%,-,15.0%
2022 Tel Aviv F,L vs Djokovic,52.6%,36.7%,3.5%,1/1,2.19,14.8%,36.1%,30.8%,5.6%,2.06,25.0%,100.0%,41.2%,0.0%,2.36,0.0%
2022 Tel Aviv R16,W vs Thiem,66.7%,51.5%,2.0%,0/2,2.15,18.9%,62.3%,53.5%,1.4%,2.07,26.7%,83.3%,48.0%,3.3%,2.26,8.7%
2022 US Open R16,L vs Alcaraz,65.0%,54.8%,2.8%,1/3,2.37,11.3%,64.7%,59.1%,1.0%,2.41,16.7%,73.0%,44.4%,8.1%,2.34,6.8%
2022 Cincinnati R64,W vs Munar,66.7%,54.3%,0.0%,0/0,-,38.5%,70.0%,50.0%,0.0%,-,55.6%,75.0%,61.1%,0.0%,-,0.0%
2022 Canada R16,L vs Paul,80.4%,36.6%,3.9%,1/1,-,33.3%,74.2%,34.8%,6.5%,-,43.8%,94.7%,38.9%,0.0%,-,7.7%
2022 Canada R32,W vs Khachanov,64.9%,64.9%,1.8%,0/1,-,22.0%,65.8%,64.0%,2.6%,-,45.0%,70.6%,66.7%,0.0%,-,0.0%
2022 Queens Club SF,L vs Krajinovic,66.1%,40.5%,1.8%,0/1,-,21.2%,59.0%,43.5%,0.0%,-,58.3%,82.4%,35.7%,5.9%,-,0.0%
2022 Roland Garros SF,L vs Ruud,67.0%,46.6%,2.8%,3/0,1.79,5.8%,62.0%,45.5%,2.8%,1.81,9.4%,76.3%,48.3%,2.6%,1.74,0.0%
2022 Roland Garros QF,W vs Rublev,62.9%,50.0%,4.4%,3/4,2.25,10.2%,52.3%,43.5%,4.5%,2.28,21.8%,78.3%,55.6%,4.3%,2.21,0.0%
Career (119 matches),,64.8%,48.8%,3.6%,41.0%,2.23,20.8%,59.8%,46.0%,1.9%,2.17,32.8%,80.2%,52.8%,7.1%,2.29,9.0%
