Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Stockholm R16,L vs Ruud,9% (1/11),100% (1/1),0/1,27% (3/11),33% (1/3),1/1,0/0,0/1,0/0,0/1
2025 Shanghai R64,L vs Djokovic,18% (2/11),0% (0/2),0/1,9% (1/11),0% (0/1),0/0,0/0,3/3,0/0,1/1
2025 Beijing R32,L vs Sinner,13% (1/8),0% (0/1),0/4,75% (6/8),33% (2/6),0/0,0/0,1/1,0/0,1/1
2025 Wimbledon R16,L vs Cobolli,14% (3/22),33% (1/3),0/3,23% (5/22),40% (2/5),0/1,0/0,4/4,0/0,2/2
2025 Girona CH F,W vs Moller,44% (4/9),50% (2/4),0/0,30% (3/10),100% (3/3),2/2,2/2,0/0,1/1,0/0
2025 Girona CH SF,W vs De Jong,20% (2/10),100% (2/2),0/0,50% (5/10),100% (5/5),2/2,2/2,0/0,1/1,0/0
2025 Doha R32,L vs Alcaraz,40% (4/10),25% (1/4),1/3,40% (4/10),25% (1/4),1/1,0/0,1/1,0/0,0/0
2024 Paris R64,L vs Fils,18% (2/11),100% (2/2),0/2,27% (3/11),0% (0/3),1/2,0/1,2/2,0/0,1/1
2024 Hangzhou F,W vs Zhang,8% (1/12),0% (0/1),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,0/0
2022 Davis Cup RR,W vs Carreno Busta,50% (8/16),50% (4/8),2/4,41% (7/17),43% (3/7),3/4,1/1,2/2,0/0,2/2
2022 Paris R64,L vs Musetti,10% (1/10),0% (0/1),0/2,20% (2/10),0% (0/2),0/0,0/0,2/2,0/0,1/1
2022 Tel Aviv F,L vs Djokovic,10% (1/10),0% (0/1),0/2,44% (4/9),50% (2/4),0/0,0/0,2/2,0/0,1/1
2022 Tel Aviv R16,W vs Thiem,40% (6/15),67% (4/6),0/1,13% (2/15),50% (1/2),4/4,2/2,0/0,1/1,0/0
2022 US Open R16,L vs Alcaraz,25% (6/24),83% (5/6),1/5,42% (10/24),40% (4/10),3/5,2/2,2/3,0/0,1/1
2022 US Open R32,W vs Evans,32% (7/22),71% (5/7),1/1,18% (4/22),50% (2/4),2/3,0/1,1/1,0/0,0/0
2022 US Open R64,W vs Ramos,50% (7/14),57% (4/7),1/2,31% (5/16),60% (3/5),3/4,2/2,2/2,1/1,0/0
2022 US Open R128,W vs Marterer,50% (7/14),57% (4/7),0/0,7% (1/15),100% (1/1),4/4,3/3,1/1,1/1,0/0
2022 Cincinnati R64,W vs Munar,56% (5/9),60% (3/5),0/0,33% (3/9),100% (3/3),2/2,1/1,0/0,0/0,0/0
2022 Canada R16,L vs Paul,22% (2/9),50% (1/2),0/4,67% (6/9),33% (2/6),0/1,0/0,1/1,0/0,0/0
2022 Canada R32,W vs Khachanov,50% (4/8),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2025 (7 matches),,21.0%,41.2%,8.3%,32.9%,51.9%,85.7%,100.0%,90.0%,100.0%,80.0%
2024 (2 matches),,13.0%,66.7%,0.0%,17.4%,25.0%,50.0%,0.0%,100.0%,-,100.0%
2022 (18 matches),,38.7%,64.1%,18.2%,25.4%,41.9%,84.6%,91.7%,89.5%,100.0%,100.0%
2021 (17 matches),,35.2%,64.2%,15.8%,27.7%,32.3%,82.2%,63.6%,79.2%,72.7%,71.4%
2020 (8 matches),,33.1%,59.2%,12.0%,32.0%,40.4%,88.0%,90.0%,72.7%,75.0%,100.0%
Career (510 matches),,34.7%,64.2%,19.8%,25.7%,40.5%,86.7%,85.6%,79.8%,89.4%,76.9%
