Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,8,6,57.1%,20-14,58.8%,189-162,53.8%,4-5,44.4%,14,89.5%,17.6%,16.2%,4.2%,58.0%,82.7%,49.4%,68.7%,34.7%,52.0%,1.11,SF (Dallas)
2025,21,8,13,38.1%,22-33,40.0%,255-288,47.0%,3-5,37.5%,19,83.5%,11.8%,10.5%,3.4%,57.9%,75.6%,50.2%,64.9%,31.2%,48.5%,0.89,QF (Dubai)
2024,15,6,9,40.0%,17-21,44.7%,196-198,49.7%,5-7,41.7%,15,81.8%,17.4%,14.4%,5.0%,55.7%,77.1%,49.6%,65.0%,33.0%,49.6%,0.94,W (Hangzhou)
2023,3,1,2,33.3%,2-3,40.0%,22-22,50.0%,0-0,-,2,82.6%,14.3%,12.8%,4.1%,65.5%,73.2%,43.1%,62.8%,34.9%,49.8%,0.94,QF (Pune)
2022,54,33,21,61.1%,88-59,59.9%,773-657,54.1%,12-11,52.2%,51,85.7%,22.8%,14.0%,4.1%,58.9%,78.4%,51.5%,67.3%,37.6%,52.2%,1.15,F (Tel Aviv)
2021,56,33,23,58.9%,81-64,55.9%,748-706,51.4%,15-14,51.7%,54,80.7%,21.4%,13.6%,4.7%,58.2%,77.3%,48.0%,65.0%,37.4%,51.0%,1.07,W (2x)
2020,27,15,12,55.6%,38-39,49.4%,388-376,50.8%,7-10,41.2%,26,84.0%,18.4%,11.5%,3.8%,60.3%,76.9%,51.6%,66.8%,35.9%,51.0%,1.08,R16 (5x)
2019,42,22,20,52.4%,61-51,54.5%,581-564,50.7%,16-9,64.0%,41,82.3%,18.1%,10.7%,5.5%,58.1%,77.1%,47.9%,64.9%,35.6%,50.5%,1.01,SF (Moscow)
2018,65,45,20,69.2%,121-61,66.5%,1022-811,55.8%,23-20,53.5%,64,87.6%,23.5%,12.0%,3.5%,59.1%,79.5%,54.2%,69.2%,38.2%,53.1%,1.24,W (Queen's Club)
2017,68,46,22,67.6%,116-62,65.2%,972-793,55.1%,18-14,56.3%,66,85.6%,24.0%,14.6%,4.0%,58.4%,79.8%,53.2%,68.8%,38.7%,53.1%,1.24,W (Istanbul)
2016,73,49,24,67.1%,122-69,63.9%,1043-873,54.4%,17-17,50.0%,73,86.0%,22.6%,13.6%,3.1%,55.4%,79.3%,53.8%,67.9%,37.0%,52.0%,1.15,W (2x)
2015,54,35,19,64.8%,90-59,60.4%,798-718,52.6%,26-9,74.3%,54,85.3%,18.5%,13.8%,3.0%,58.8%,78.1%,52.0%,67.4%,36.3%,51.6%,1.11,W (Moscow)
2014,72,52,20,72.2%,129-64,66.8%,1007-840,54.5%,19-10,65.5%,68,84.5%,22.9%,13.2%,3.4%,57.0%,78.8%,50.3%,66.5%,38.4%,52.2%,1.15,W (4x)
2013,40,27,13,67.5%,67-36,65.0%,567-470,54.7%,12-6,66.7%,37,85.2%,22.3%,11.0%,3.7%,55.5%,77.2%,55.0%,67.3%,37.7%,52.2%,1.15,W (Zagreb)
2012,60,40,20,66.7%,92-61,60.1%,807-711,53.2%,12-16,42.9%,58,80.7%,26.7%,8.3%,3.3%,55.2%,72.4%,53.5%,63.9%,39.8%,51.8%,1.10,W (2x)
2011,67,44,23,65.7%,102-63,61.8%,862-728,54.2%,15-9,62.5%,62,82.9%,23.8%,9.6%,3.6%,54.1%,75.9%,54.4%,66.0%,38.0%,51.7%,1.12,W (St. Petersburg)
2010,62,40,22,64.5%,98-68,59.0%,883-762,53.7%,11-19,36.7%,59,84.1%,23.8%,8.6%,2.9%,57.5%,74.4%,53.3%,65.4%,37.8%,51.6%,1.09,W (2x)
2009,69,48,21,69.6%,124-67,64.9%,1032-826,55.5%,14-17,45.2%,65,83.6%,26.9%,9.8%,3.4%,56.2%,75.1%,53.7%,65.7%,39.7%,52.4%,1.16,W (2x)
2008,58,34,24,58.6%,86-66,56.6%,796-737,51.9%,14-16,46.7%,57,82.9%,21.9%,11.4%,4.1%,53.9%,75.6%,52.9%,65.1%,37.7%,51.2%,1.08,W (New Haven)
2007,31,17,14,54.8%,41-40,50.6%,377-375,50.1%,2-4,33.3%,28,77.3%,22.5%,9.1%,4.3%,52.7%,74.0%,48.7%,62.0%,37.1%,49.6%,0.98,SF (2x)
2006,16,5,11,31.3%,13-27,32.5%,169-217,43.8%,2-4,33.3%,14,76.3%,16.5%,6.5%,4.3%,54.5%,70.6%,49.2%,60.9%,35.6%,48.4%,0.91,SF (Gstaad)
2005,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,3.2%,3.2%,50.8%,56.3%,45.2%,50.8%,33.3%,42.1%,0.68,R32 (Umag)
Career,968,608,360,62.8%,1530-1029,59.8%,13494-11847,53.2%,247-222,52.7%,928,83.9%,22.3%,11.7%,3.7%,56.9%,77.0%,52.1%,66.3%,37.5%,51.7%,1.11,
