Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Stockholm R16,L vs Ruud,3.2,3.4,2.8,49.5%,25.0%,50.0%,0.0%,47.8%,12.2%,5.5,7.9,-6.5,-9.0
2025 Shanghai R64,L vs Djokovic,3.7,3.3,4.1,47.0%,35.0%,33.3%,72.7%,48.1%,29.5%,-1.5,-1.7,5.0,7.5
2025 Beijing R32,L vs Sinner,3.1,3.1,3.1,34.3%,54.2%,33.3%,0.0%,50.9%,1.8%,1.0,1.7,-2.5,-4.5
2025 Wimbledon R16,L vs Cobolli,3.4,3.4,3.3,48.2%,49.2%,36.4%,58.8%,56.7%,21.7%,3.5,1.6,-11.0,-8.0
2025 Girona CH F,W vs Moller,3.9,3.9,3.8,50.6%,57.7%,55.6%,61.5%,52.8%,9.2%,7.5,6.4,7.0,7.1
2025 Girona CH SF,W vs De Jong,3.8,4.0,3.6,55.7%,36.8%,60.0%,66.7%,69.5%,7.8%,19.0,13.6,-3.0,-5.1
2025 Doha R32,L vs Alcaraz,3.7,3.7,3.7,50.0%,41.4%,42.9%,16.7%,55.4%,9.9%,10.0,10.0,-7.0,-8.5
2024 Paris R64,L vs Fils,2.7,2.8,2.6,51.1%,26.9%,80.0%,25.0%,47.8%,11.4%,-4.0,-6.5,2.0,3.2
2024 Hangzhou F,W vs Zhang,2.6,2.6,2.5,47.7%,57.9%,80.0%,50.0%,46.2%,15.4%,8.5,12.9,1.5,2.3
2022 Davis Cup Finals QF,W vs Carreno Busta,4.0,3.2,4.9,49.6%,56.6%,47.4%,50.0%,56.5%,12.4%,23.5,10.8,-5.5,-3.7
2022 Paris R64,L vs Musetti,3.0,2.8,3.2,42.5%,52.9%,85.7%,40.0%,56.3%,21.4%,11.5,17.2,0.0,0.0
2022 Tel Aviv F,L vs Djokovic,3.6,3.2,3.9,46.9%,31.3%,40.0%,46.2%,48.8%,22.6%,-4.5,-5.6,-2.5,-3.8
2022 Tel Aviv R16,W vs Thiem,3.6,3.4,3.8,52.4%,50.0%,46.7%,66.7%,58.7%,16.5%,15.0,9.9,-5.5,-6.0
2022 US Open R16,L vs Alcaraz,3.5,3.2,3.7,49.7%,53.1%,41.9%,53.3%,58.4%,9.8%,-1.5,-0.7,8.0,5.5
2022 Cincinnati R64,W vs Munar,3.7,3.5,3.9,56.2%,55.6%,33.3%,66.7%,71.1%,3.6%,20.5,15.8,-1.5,-2.8
2022 Canada R16,L vs Paul,4.5,4.3,4.8,51.8%,29.0%,41.7%,27.3%,57.3%,25.3%,-6.0,-5.5,-4.5,-6.6
2022 Canada R32,W vs Khachanov,4.0,3.9,4.1,61.4%,55.0%,44.4%,75.0%,49.2%,33.0%,13.5,15.2,-4.0,-6.2
2022 Queens Club SF,L vs Krajinovic,3.2,2.9,3.4,41.8%,54.5%,25.0%,20.0%,54.7%,25.4%,-3.5,-4.6,-3.0,-6.0
2022 Roland Garros SF,L vs Ruud,3.7,3.3,4.2,42.6%,53.2%,50.0%,50.0%,55.9%,8.7%,13.5,7.4,-3.5,-2.6
2022 Roland Garros QF,W vs Rublev,3.4,3.2,3.6,50.4%,48.6%,53.6%,60.0%,60.0%,7.5%,39.0,14.4,-11.5,-6.6
Career (119 matches),,3.7,3.6,3.9,49.4%,49.5%,48.5%,50.6%,53.7%,13.0%,8.0,5.8,-1.8,-1.7
