Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,84,46,38,54.8%,99-80,55.3%,850-776,52.3%,4-12,25.0%,0,,,,,,,,,,,
Clay,353,253,100,71.7%,513-237,68.4%,3861-2681,59.0%,22-22,50.0%,19,64.8%,45.3%,2.3%,2.2%,56.1%,63.0%,46.7%,55.8%,48.1%,52.0%,1.09
Carpet,7,5,2,71.4%,11-8,57.9%,87-81,51.8%,0-1,0.0%,0,,,,,,,,,,,
Finals,32,24,8,75.0%,48-22,68.6%,370-277,57.2%,3-3,50.0%,1,75.0%,25.0%,0.0%,1.4%,54.8%,67.5%,39.4%,54.8%,41.5%,49.2%,0.92
Semi-finals,51,31,20,60.8%,67-48,58.3%,563-459,55.1%,2-7,22.2%,3,64.5%,22.6%,3.1%,1.0%,56.0%,62.6%,47.6%,56.0%,40.4%,48.0%,0.92
Quarter-finals,83,52,31,62.7%,106-74,58.9%,880-723,54.9%,5-5,50.0%,3,78.3%,72.0%,2.6%,3.9%,60.8%,69.9%,46.7%,60.8%,58.5%,59.7%,1.49
vs Righties,275,183,92,66.5%,376-211,64.1%,2930-2242,56.7%,20-15,57.1%,8,58.6%,33.3%,2.8%,1.5%,56.1%,57.8%,45.6%,52.5%,43.2%,47.9%,0.91
vs Lefties,43,30,13,69.8%,62-33,65.3%,477-368,56.4%,1-4,20.0%,2,47.1%,43.8%,2.8%,1.8%,46.8%,58.8%,41.4%,49.5%,48.1%,48.8%,0.95
