Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Warsaw SF,L vs Chwalinska,22% (2/9),50% (1/2),0/4,63% (5/8),0% (0/5),1/1,0/0,0/2,0/0,0/0
2019 W25 Moscow F,W vs Koval,75% (6/8),100% (6/6),2/3,43% (3/7),0% (0/3),1/3,0/1,0/0,0/0,0/0
2019 W25 Moscow QF,W vs Komardina,89% (8/9),88% (7/8),4/4,44% (4/9),0% (0/4),4/7,2/2,0/0,1/1,0/0
2019 W25 Moscow R32,W vs Kalinina,64% (7/11),100% (7/7),1/3,40% (4/10),25% (1/4),4/5,0/1,1/1,0/0,0/0
2019 W25 Ystad R16,L vs Bjorklund,30% (3/10),33% (1/3),0/4,40% (4/10),0% (0/4),0/1,0/0,1/1,0/0,1/1
2019 W25 Ystad R32,W vs Burillo Escorihuela,56% (5/9),100% (5/5),1/2,33% (4/12),0% (0/4),3/4,1/2,0/0,1/2,0/0
2019 W25 Caserta R16,W vs Rosca,75% (6/8),67% (4/6),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula R16,L vs Bjorklund,50% (8/16),88% (7/8),4/6,69% (11/16),27% (3/11),4/7,1/2,0/2,0/0,0/1
2019 W25 Santa Margherita Di Pula QF,L vs Rus,50% (5/10),80% (4/5),1/5,80% (8/10),13% (1/8),2/4,0/2,0/2,0/0,0/1
2019 W25 Santa Margherita Di Pula R16,W vs Boskovic,60% (6/10),67% (4/6),0/1,20% (2/10),50% (1/2),1/2,0/0,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula R32,W vs Taylor,75% (6/8),100% (6/6),1/2,40% (4/10),0% (0/4),2/5,1/2,0/0,1/2,0/0
2019 W25 Tunis QF,L vs Seguel,30% (3/10),67% (2/3),1/3,44% (4/9),0% (0/4),2/2,0/0,1/2,0/0,1/1
2019 W25 Tunis R16,W vs Kennel,44% (4/9),100% (4/4),1/1,20% (2/10),50% (1/2),3/3,1/1,0/0,1/1,0/0
2019 W25 Tunis R32,W vs Lemoine,71% (5/7),80% (4/5),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula R32,L vs Jani,50% (7/14),86% (6/7),2/6,50% (7/14),0% (0/7),3/6,1/1,0/1,0/0,0/0
2019 W25 Santa Margherita Di Pula SF,L vs Teichmann,62% (8/13),100% (8/8),4/7,67% (8/12),0% (0/8),4/6,0/0,1/2,0/0,0/1
2019 W25 Santa Margherita Di Pula QF,W vs Stefanini,67% (6/9),100% (6/6),2/3,56% (5/9),40% (2/5),2/5,1/2,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula R16,W vs Rus,91% (10/11),50% (5/10),1/3,36% (4/11),25% (1/4),2/3,0/0,1/1,0/0,0/0
2019 W15 Antalya F,W vs Scala,75% (6/8),67% (4/6),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2019 W15 Antalya QF,W vs Dinu,67% (6/9),83% (5/6),0/1,25% (2/8),50% (1/2),3/4,1/1,0/0,0/0,0/0
2019 (26 matches),,62.4%,83.4%,45.2%,40.0%,24.5%,71.4%,72.4%,47.1%,84.6%,40.0%
2017 (23 matches),,70.6%,81.7%,54.8%,34.0%,36.2%,82.5%,86.7%,77.8%,86.7%,0.0%
2016 (26 matches),,60.8%,83.2%,40.6%,43.6%,31.1%,78.2%,86.2%,76.9%,92.9%,66.7%
2015 (10 matches),,54.5%,81.5%,40.5%,53.5%,14.8%,60.5%,69.2%,33.3%,100.0%,20.0%
2014 (2 matches),,39.1%,77.8%,0.0%,58.3%,14.3%,28.6%,33.3%,60.0%,0.0%,66.7%
Career (98 matches),,61.0%,82.9%,42.0%,42.9%,25.2%,72.8%,78.8%,58.5%,86.5%,38.9%
