Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,11,3,8,27.3%,9-15,37.5%,97-117,45.3%,0-1,0.0%,11,-,-,4.0%,5.3%,60.2%,62.1%,39.9%,53.2%,41.6%,47.5%,0.89,QF (Hobart)
2011,11,3,8,27.3%,7-13,35.0%,79-99,44.4%,1-1,50.0%,9,-,-,3.5%,6.3%,58.8%,61.2%,42.3%,53.4%,47.4%,50.3%,1.02,R32 (5x)
2010,33,18,15,54.5%,42-34,55.3%,354-332,51.6%,1-4,20.0%,33,-,-,2.5%,7.4%,62.0%,61.5%,45.6%,55.5%,45.2%,50.3%,1.02,W (Portoroz)
2009,34,15,19,44.1%,39-46,45.9%,388-413,48.4%,6-5,54.5%,32,-,-,2.1%,7.0%,63.4%,60.7%,41.0%,53.4%,44.7%,49.2%,0.96,QF (New Haven)
2008,51,28,23,54.9%,68-57,54.4%,596-556,51.7%,4-6,40.0%,44,-,-,4.6%,8.4%,55.7%,64.6%,42.0%,54.6%,46.7%,50.6%,1.03,W (Paris)
2007,79,59,20,74.7%,120-55,68.6%,935-711,56.8%,12-13,48.0%,67,-,-,4.4%,5.4%,60.3%,65.9%,48.8%,59.1%,46.4%,52.7%,1.13,W (4x)
2006,57,37,20,64.9%,79-47,62.7%,638-548,53.8%,7-4,63.6%,39,-,-,4.1%,5.2%,59.0%,64.6%,46.1%,57.0%,44.4%,50.6%,1.03,W (2x)
2005,45,24,21,53.3%,54-51,51.4%,494-490,50.2%,0-7,0.0%,13,-,-,2.4%,6.6%,58.5%,63.1%,39.9%,53.5%,44.7%,48.9%,0.96,SF (New Haven)
2004,5,2,3,40.0%,6-7,46.2%,60-62,49.2%,1-1,50.0%,3,-,-,4.9%,7.8%,61.2%,61.1%,43.8%,54.4%,46.6%,50.5%,1.02,R32 (3x)
Career,326,189,137,58.0%,424-325,56.6%,3641-3328,52.2%,32-42,43.2%,251,-,-,3.7%,6.5%,59.7%,63.6%,44.5%,55.9%,45.5%,50.7%,1.03,
