Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2008 New Haven F,L vs Wozniacki,0.0%,-,7.5%,61.5%,9.8%,17.9%,0.0%,11.3%,28.6%,0.6%,100.0%,83,86
2008 Paris F,W vs Szavay,0.0%,-,7.4%,85.7%,13.1%,23.9%,100.0%,9.2%,14.7%,1.0%,33.3%,42,41
2007 US Open SF,L vs Kuznetsova,0.0%,-,5.4%,37.5%,5.5%,8.1%,0.0%,14.5%,33.3%,0.4%,0.0%,15,8
2006 Moscow SF,W vs Dementieva,0.0%,-,5.7%,90.0%,9.5%,12.3%,0.0%,10.7%,18.2%,0.5%,50.0%,-47,-7
Career (4 matches),,0.0%,-,6.6%,71.1%,9.6%,15.6%,33.3%,11.1%,21.5%,0.6%,50.0%,20,32
