Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,179,109,70,60.9%,247-152,61.9%,2051-1673,55.1%,24-19,55.8%,167,69.2%,41.0%,4.2%,7.4%,58.9%,66.0%,46.9%,58.2%,45.9%,51.9%,1.10
Clay,81,53,28,65.4%,118-69,63.1%,937-748,55.6%,7-7,50.0%,79,67.8%,42.9%,2.4%,6.8%,61.6%,64.0%,46.6%,57.3%,47.2%,52.2%,1.10
Grass,32,18,14,56.3%,38-31,55.1%,342-328,51.0%,5-5,50.0%,32,70.9%,32.7%,4.3%,6.5%,61.7%,66.2%,46.4%,58.6%,42.6%,50.3%,1.03
Grand Slams,75,48,27,64.0%,107-64,62.6%,857-723,54.2%,11-3,78.6%,74,67.7%,41.3%,3.5%,7.1%,62.2%,64.0%,46.8%,57.5%,46.0%,51.6%,1.08
Premiers,99,57,42,57.6%,127-91,58.3%,1089-972,52.8%,13-15,46.4%,96,70.1%,36.0%,4.2%,6.9%,58.6%,66.6%,46.4%,58.2%,44.1%,51.0%,1.05
Internationals,47,30,17,63.8%,70-41,63.1%,582-458,56.0%,7-5,58.3%,47,69.2%,43.4%,3.4%,6.8%,59.6%,65.1%,47.9%,58.1%,46.9%,52.3%,1.12
Finals,7,3,4,42.9%,9-9,50.0%,84-86,49.4%,2-0,100.0%,6,62.3%,35.7%,2.7%,6.6%,61.3%,60.5%,46.6%,55.1%,43.3%,49.5%,0.96
Semi-finals,17,7,10,41.2%,18-16,52.9%,155-151,50.7%,3-1,75.0%,14,65.7%,32.9%,3.1%,5.5%,63.7%,62.1%,49.0%,57.3%,43.1%,50.2%,1.01
Quarter-finals,30,16,14,53.3%,33-31,51.6%,308-297,50.9%,2-4,33.3%,28,68.7%,33.9%,3.3%,6.1%,58.6%,65.2%,47.5%,57.9%,43.7%,50.7%,1.04
vs Righties,271,162,109,59.8%,367-244,60.1%,3083-2605,54.2%,34-29,54.0%,258,68.6%,39.8%,3.7%,7.0%,60.1%,65.1%,46.8%,57.8%,45.6%,51.6%,1.08
vs Lefties,18,15,3,83.3%,32-8,80.0%,222-134,62.4%,1-2,33.3%,17,73.8%,50.6%,4.3%,8.8%,58.3%,70.3%,45.5%,60.0%,49.6%,54.7%,1.24
vs Top 10,44,16,28,36.4%,41-58,41.4%,435-504,46.3%,5-6,45.5%,40,62.4%,28.1%,3.4%,6.4%,61.3%,62.2%,44.4%,55.3%,41.0%,48.1%,0.92
