Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Cincinnati R64,L vs Sabalenka,32.0%,42.0%,46.7%,42.4%,54.5%,52.6%,11.1%,46.7%,0.0%,15.4%,23.1%,36.4%,0.0%,37.5%,-,17
2025 Wimbledon R64,L vs Raducanu,17.8%,23.3%,44.4%,23.5%,29.4%,43.6%,20.8%,44.4%,42.9%,6.3%,12.5%,46.7%,0.0%,25.0%,0.0%,-66
2025 Berlin F,W vs Wang,30.5%,36.2%,43.9%,41.3%,47.6%,48.6%,13.3%,57.6%,25.0%,17.1%,22.9%,37.9%,0.0%,21.7%,-,46
2025 Berlin SF,W vs Sabalenka,26.2%,35.4%,53.3%,33.3%,42.9%,53.6%,23.8%,52.4%,50.0%,15.0%,25.0%,52.9%,0.0%,42.9%,33.3%,31
2025 Dubai R32,L vs Andreeva,24.2%,32.3%,35.1%,29.6%,44.4%,26.3%,6.3%,36.4%,66.7%,28.0%,32.0%,44.4%,0.0%,14.3%,0.0%,111
2025 Dubai R64,W vs Garcia,32.5%,42.5%,63.6%,38.1%,47.6%,53.8%,16.7%,55.6%,-,35.7%,50.0%,77.8%,0.0%,11.1%,-,184
2025 Doha R64,L vs Svitolina,24.1%,34.2%,42.9%,30.3%,48.5%,56.5%,23.5%,56.3%,50.0%,21.4%,26.2%,33.3%,0.0%,27.3%,33.3%,1
2024 Wimbledon R128,L vs Bouzas Maneiro,22.6%,30.2%,35.3%,34.5%,48.3%,31.6%,23.5%,58.3%,0.0%,11.8%,11.8%,40.0%,0.0%,0.0%,0.0%,-23
2024 Roland Garros QF,L vs Swiatek,10.0%,16.0%,39.0%,16.1%,22.6%,38.5%,0.0%,42.9%,100.0%,0.0%,6.7%,40.0%,0.0%,11.1%,0.0%,-119
2024 Roland Garros R16,W vs Danilovic,14.8%,24.1%,69.0%,19.4%,32.3%,76.0%,20.0%,31.3%,50.0%,10.5%,15.8%,58.8%,0.0%,25.0%,100.0%,-19
2024 Stuttgart SF,L vs Kostyuk,11.6%,15.9%,51.7%,15.4%,20.5%,48.5%,17.6%,54.5%,80.0%,7.4%,11.1%,56.0%,0.0%,23.1%,0.0%,-42
2024 Stuttgart QF,W vs Sabalenka,28.4%,35.8%,37.5%,33.9%,39.0%,35.9%,24.0%,61.8%,42.9%,21.9%,34.4%,40.0%,0.0%,30.8%,0.0%,30
2024 Stuttgart R32,W vs Vekic,28.8%,33.3%,53.7%,45.9%,51.4%,45.0%,23.5%,65.0%,50.0%,8.7%,13.0%,61.9%,8.3%,9.1%,0.0%,-39
2024 Dubai QF,L vs Cirstea,16.8%,26.7%,45.6%,22.2%,33.3%,49.2%,33.3%,61.9%,71.4%,11.1%,20.0%,40.0%,4.5%,8.7%,20.0%,-6
2024 United Cup RR,W vs Danilovic,19.3%,26.1%,50.8%,21.0%,29.0%,55.1%,36.4%,58.6%,75.0%,22.2%,27.8%,35.7%,14.3%,18.2%,33.3%,58
2023 United Cup RR,L vs Zheng,21.7%,23.2%,33.3%,23.3%,25.6%,30.3%,21.7%,60.0%,75.0%,25.0%,25.0%,40.0%,14.3%,15.4%,40.0%,103
2023 Cancun Finals RR,L vs Swiatek,15.7%,17.6%,31.6%,19.4%,22.6%,32.0%,16.7%,47.4%,50.0%,13.3%,13.3%,30.8%,0.0%,14.3%,0.0%,-4
2023 US Open QF,L vs Keys,23.9%,32.6%,46.7%,29.6%,40.7%,42.1%,0.0%,55.0%,0.0%,21.4%,28.6%,54.5%,0.0%,20.0%,0.0%,63
2023 US Open R16,W vs Stearns,27.4%,32.6%,48.4%,32.4%,37.8%,46.0%,15.6%,54.8%,80.0%,12.5%,18.8%,57.1%,20.0%,18.2%,0.0%,-9
2023 Cincinnati QF,L vs Swiatek,29.1%,32.7%,38.2%,30.3%,33.3%,43.5%,11.1%,45.8%,66.7%,35.3%,41.2%,27.3%,0.0%,20.0%,-,170
Last 52 Weeks (4 matches),,26.6%,33.8%,46.7%,34.9%,42.9%,48.8%,17.2%,51.0%,35.7%,14.3%,21.4%,43.1%,0.0%,30.2%,20.0%,14
Career (86 matches),,21.2%,28.8%,49.5%,26.1%,35.2%,50.6%,16.1%,53.1%,52.3%,16.5%,22.9%,47.6%,1.2%,39.8%,47.3%,39
