Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,10,10,50.0%,23-18,56.1%,205-179,53.4%,4-1,80.0%,18,68.9%,37.4%,7.3%,8.7%,58.0%,69.5%,43.1%,58.4%,44.5%,51.3%,1.07
Clay,3,2,1,66.7%,5-3,62.5%,40-32,55.6%,0-0,-,3,62.9%,48.6%,0.8%,6.8%,61.4%,62.8%,44.0%,55.5%,48.6%,52.2%,1.09
Grass,7,6,1,85.7%,12-4,75.0%,92-68,57.5%,3-1,75.0%,7,76.6%,38.0%,4.0%,6.4%,59.1%,68.1%,48.8%,60.2%,44.5%,52.2%,1.12
Grand Slams,10,7,3,70.0%,15-6,71.4%,115-88,56.7%,4-0,100.0%,9,69.0%,42.4%,4.9%,8.3%,62.7%,66.1%,45.3%,58.4%,46.3%,52.5%,1.11
Premiers,13,8,5,61.5%,17-10,63.0%,148-121,55.0%,3-2,60.0%,12,74.8%,35.8%,5.5%,7.1%,58.2%,68.9%,46.2%,59.4%,43.6%,51.4%,1.07
Finals,1,1,0,100.0%,2-1,66.7%,17-14,54.8%,1-0,100.0%,1,73.3%,33.3%,5.7%,6.7%,60.0%,71.4%,38.1%,58.1%,41.6%,50.5%,0.99
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,1,88.9%,44.4%,6.2%,4.6%,66.2%,67.4%,54.5%,63.1%,50.0%,56.7%,1.35
Quarter-finals,3,1,2,33.3%,2-2,50.0%,20-18,52.6%,0-0,-,2,68.4%,42.1%,3.4%,3.4%,54.2%,65.6%,48.1%,57.6%,46.1%,51.4%,1.09
vs Righties,26,14,12,53.8%,32-23,58.2%,279-240,53.8%,6-1,85.7%,24,70.6%,36.4%,5.9%,7.3%,58.2%,67.5%,46.1%,58.6%,43.9%,51.1%,1.06
vs Lefties,4,4,0,100.0%,8-2,80.0%,58-39,59.8%,1-1,50.0%,4,68.1%,52.1%,4.5%,10.9%,61.2%,71.8%,36.7%,58.2%,50.1%,54.1%,1.20
vs Top 10,7,4,3,57.1%,9-5,64.3%,74-65,53.2%,2-0,100.0%,6,77.9%,27.5%,6.7%,5.8%,62.6%,68.8%,51.5%,62.3%,40.8%,51.4%,1.08
