Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 Wimbledon R128,L vs Bouzas Maneiro,95.0,100.6,7.5,103.7,98.4,110,81,85.5,7.4,84.9,,96,73
2023 US Open QF,L vs Keys,93.2,97.8,6.6,100.3,97.0,108,85,84.2,6.8,82.3,86.5,97,72
2023 US Open R16,W vs Stearns,92.4,94.3,8.1,98.1,91.6,111,72,83.7,7.7,85.1,72.5,99,72
2023 US Open R32,W vs Alexandrova,94.8,98.1,6.3,99.9,94.3,111,82,80.8,5.4,73.5,79.0,89,71
2023 US Open R64,W vs Trevisan,90.4,94.7,9.9,97.5,92.5,109,62,79.0,9.6,82.2,,99,67
2023 US Open R128,W vs Han,91.8,95.8,7.2,103.7,93.0,108,84,81.3,6.0,80.0,,94,73
2023 Wimbledon F,W vs Jabeur,96.3,102.0,6.9,102.2,99.4,113,91,84.6,7.0,91.3,,97,72
2023 Wimbledon SF,W vs Svitolina,98.7,104.3,5.1,105.1,102.5,113,92,85.6,7.6,86.2,84.0,100,71
2023 Wimbledon QF,W vs Pegula,97.9,102.6,6.0,104.0,100.6,112,87,85.9,6.8,86.3,,100,76
2023 Wimbledon R16,W vs Bouzkova,94.3,100.1,6.3,101.4,99.8,110,87,84.0,7.0,87.4,85.5,100,71
2021 US Open R64,L vs Kasatkina,94.3,100.6,6.5,104.9,96.2,111,86,83.8,6.7,81.8,80.0,102,67
2021 US Open R128,W vs Ruse,96.4,102.1,5.3,105.2,98.8,111,92,86.7,6.3,88.0,79.0,98,75
2021 Wimbledon R64,L vs Raducanu,95.7,101.6,5.4,104.1,99.0,110,91,86.2,6.0,82.4,81.0,97,73
2019 Roland Garros F,L vs Barty,87.5,90.1,5.3,,,102,78,76.8,4.8,,,88,71
2019 Roland Garros SF,W vs Konta,87.1,90.7,7.3,,,106,75,77.3,4.0,,,86,71
2019 Roland Garros QF,W vs Martic,86.5,89.3,9.6,,,108,71,78.7,6.8,,,93,67
2019 Roland Garros R16,W vs Sevastova,87.2,92.4,6.4,,,103,77,74.8,4.2,,,81,66
2019 Roland Garros R32,W vs Suarez Navarro,84.6,87.5,8.4,,,105,66,75.3,5.9,,,86,65
2019 Roland Garros R64,W vs Potapova,87.9,98.1,6.3,,,110,87,78.8,5.2,,,96,71
2018 US Open R16,L vs Tsurenko,86.4,89.6,7.3,93.2,86.4,108,71,80.8,7.4,81.4,80.0,99,70
Career (26 matches),,91.3,95.7,7.0,100.2,95.8,113,62,81.9,6.3,84.1,80.2,108,65
