Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Sao Paulo R32,W vs Ortenzi,71% (5/7),80% (4/5),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2024 W35 Amstelveen QF,W vs Hule,88% (7/8),100% (7/7),1/2,57% (4/7),50% (2/4),4/6,1/1,0/0,0/0,0/0
2019 W60 Fukuoka R16,L vs Ozaki,56% (5/9),60% (3/5),2/5,67% (6/9),0% (0/6),1/3,0/0,0/1,0/0,0/1
2019 W60 Fukuoka R32,W vs Uchijima,56% (5/9),80% (4/5),1/1,33% (3/9),67% (2/3),4/4,2/2,0/0,1/1,0/0
2019 W60 Istanbul R16,L vs Grammatikopoulou,44% (4/9),75% (3/4),1/5,75% (6/8),0% (0/6),1/3,0/0,0/1,0/0,0/0
2019 W60 Istanbul R32,W vs Sonmez,50% (5/10),100% (5/5),3/4,45% (5/11),20% (1/5),2/5,1/1,2/2,1/1,0/0
2019 W25 Altenkirchen R16,L vs Chwalinska,50% (5/10),40% (2/5),1/4,56% (5/9),20% (1/5),1/2,0/0,0/0,0/0,0/0
2019 W25 Altenkirchen R32,W vs Lukas,80% (8/10),88% (7/8),4/4,56% (5/9),20% (1/5),3/6,1/1,0/0,0/0,0/0
2017 Pune $25K R32,L vs Cristian,30% (3/10),100% (3/3),1/4,70% (7/10),14% (1/7),2/3,0/1,0/2,0/0,0/1
2017 Obidos $25K R16,L vs Swan,14% (1/7),0% (0/1),0/3,86% (6/7),17% (1/6),0/0,0/0,0/2,0/0,0/1
2017 Obidos $25K R32,W vs Dunne,88% (7/8),100% (7/7),3/3,38% (3/8),0% (0/3),3/6,1/1,0/0,0/0,0/0
2017 Obidos $25K R16,L vs Swan,27% (3/11),100% (3/3),1/5,60% (6/10),17% (1/6),1/3,0/1,1/1,0/0,0/0
2017 Obidos $25K R32,W vs Kostova,54% (7/13),43% (3/7),0/1,38% (5/13),80% (4/5),3/3,2/2,0/0,1/1,0/0
2017 Jounieh $15K F,L vs De Bernardi,38% (3/8),100% (3/3),3/7,100% (8/8),13% (1/8),1/3,0/0,0/0,0/0,0/0
2017 Jounieh $15K SF,W vs Marinkovic,64% (9/14),78% (7/9),3/7,67% (10/15),20% (2/10),5/7,2/2,1/2,1/1,1/1
2017 Jounieh $15K R16,W vs Miklova,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),6/6,2/2,0/0,1/1,0/0
2017 Jounieh $15K R32,W vs Peckl,75% (6/8),100% (6/6),1/1,29% (2/7),50% (1/2),4/5,1/1,0/0,0/0,0/0
2017 Artvin $60K R32,L vs Diatchenko,55% (6/11),83% (5/6),4/7,70% (7/10),0% (0/7),3/5,0/0,2/2,0/0,1/1
2017 Istanbul $15K QF,W vs Lampla,100% (7/7),100% (7/7),1/1,33% (2/6),50% (1/2),5/6,1/2,0/0,0/1,0/0
2017 Istanbul $15K R32,W vs Aponasenko,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2025 (1 matches),,71.4%,80.0%,-,12.5%,100.0%,100.0%,100.0%,-,100.0%,-
2024 (1 matches),,87.5%,100.0%,50.0%,57.1%,50.0%,66.7%,100.0%,-,-,-
2019 (6 matches),,56.1%,75.0%,52.2%,54.5%,16.7%,52.2%,100.0%,50.0%,100.0%,0.0%
2017 (23 matches),,56.5%,83.8%,44.4%,52.0%,22.7%,66.3%,85.2%,50.0%,81.8%,60.0%
2016 (16 matches),,58.1%,83.3%,38.2%,51.9%,22.2%,70.8%,54.5%,33.3%,60.0%,50.0%
Career (60 matches),,57.4%,83.3%,43.3%,53.6%,22.0%,63.4%,74.2%,43.5%,76.9%,45.5%
