Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,7,7,50.0%,17-14,54.8%,154-149,50.8%,3-2,60.0%,14,59.6%,42.1%,2.0%,5.4%,61.0%,60.4%,46.8%,55.1%,46.6%,50.8%,1.04
Clay,8,1,7,12.5%,4-14,22.2%,79-103,43.4%,1-2,33.3%,8,48.3%,38.9%,1.7%,4.5%,62.1%,54.5%,43.0%,50.2%,44.6%,47.4%,0.89
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,50.0%,30.0%,0.0%,1.4%,66.7%,54.3%,39.1%,49.3%,41.8%,45.6%,0.82
Quarter-finals,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,88.9%,50.0%,1.8%,5.4%,55.4%,74.2%,60.0%,67.9%,52.5%,60.0%,1.63
vs Righties,16,7,9,43.8%,18-18,50.0%,179-183,49.4%,4-2,66.7%,16,56.3%,42.3%,2.2%,5.1%,61.3%,59.6%,45.0%,53.9%,46.8%,50.3%,1.02
vs Lefties,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,2,50.0%,5.9%,1.0%,5.9%,60.4%,50.8%,47.5%,49.5%,24.7%,37.4%,0.49
