Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,3-6,33.3%,44-49,47.3%,1-0,100.0%,4,56.5%,37.0%,1.8%,2.1%,66.3%,54.6%,52.7%,54.0%,43.8%,49.1%,0.95,R16 (W35 Antalya)
2025,18,7,11,38.9%,18-22,45.0%,189-203,48.2%,3-4,42.9%,18,55.0%,41.8%,1.9%,5.8%,60.2%,59.1%,43.7%,53.0%,46.3%,49.6%,0.99,SF (W75 Hamburg)
2024,62,41,21,66.1%,93-52,64.1%,715-607,54.1%,8-4,66.7%,0,,,,,,,,,,,,W (3x)
2023,55,29,26,52.7%,63-61,50.8%,567-574,49.7%,8-7,53.3%,5,47.7%,27.9%,2.1%,5.0%,60.9%,51.5%,45.5%,49.1%,39.4%,44.2%,0.78,W (W40 Mexico City)
2022,34,15,19,44.1%,35-42,45.5%,325-350,48.1%,0-4,0.0%,0,,,,,,,,,,,,SF (2x)
2021,35,22,13,62.9%,46-33,58.2%,385-334,53.5%,8-1,88.9%,0,,,,,,,,,,,,W (W15 Antalya)
2020,14,10,4,71.4%,22-12,64.7%,171-138,55.3%,3-1,75.0%,0,,,,,,,,,,,,F (2x)
2019,29,13,16,44.8%,31-35,47.0%,312-318,49.5%,2-4,33.3%,0,,,,,,,,,,,,SF (W25 Gwalior)
2018,47,28,19,59.6%,62-48,56.4%,509-475,51.7%,2-3,40.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2017,32,18,14,56.3%,37-33,52.9%,331-294,53.0%,1-3,25.0%,0,,,,,,,,,,,,W (Banja Luka $15K)
2016,29,20,9,69.0%,42-25,62.7%,330-266,55.4%,1-4,20.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $10K)
2015,24,16,8,66.7%,35-23,60.3%,296-247,54.5%,2-3,40.0%,0,,,,,,,,,,,,F (Antalya $10K)
2014,6,3,3,50.0%,6-6,50.0%,55-46,54.5%,0-0,-,0,,,,,,,,,,,,R16 (3x)
Career,389,223,166,57.3%,493-398,55.3%,4229-3901,52.0%,39-38,50.6%,27,54.1%,38.8%,1.9%,5.0%,61.4%,57.1%,45.4%,52.6%,44.9%,48.7%,0.95,
