Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2017 Montevideo CH F,L vs Cuevas,24.1%,29.6%,40.0%,29.3%,37.5%,43.8%,55.0%,46.3%,53.8%,47.4%,100.0%,4.8%,9.5%,25.0%,-68
2016 Umag R16,W vs Cuevas,32.3%,41.4%,47.8%,37.5%,40.4%,56.1%,52.9%,49.3%,62.5%,54.5%,33.3%,21.4%,21.4%,42.4%,-79
2016 Turin CH F,W vs Lopez Perez,15.7%,25.8%,54.1%,23.0%,19.1%,34.0%,52.6%,33.0%,73.7%,57.1%,66.7%,12.2%,17.1%,55.6%,-43
2015 Guayaquil CH F,W vs Schwartzman,25.0%,30.0%,53.7%,26.8%,39.3%,42.9%,70.6%,43.2%,50.0%,50.0%,66.7%,14.3%,21.4%,41.7%,19
2014 Sao Paulo CH QF,W vs Arguello,25.5%,37.3%,68.6%,32.9%,30.4%,47.8%,75.0%,47.0%,54.5%,33.3%,-,24.0%,32.0%,63.2%,83
Career (5 matches),,24.6%,33.1%,52.1%,30.1%,33.2%,45.5%,58.4%,43.5%,61.0%,50.9%,61.5%,15.9%,20.4%,46.2%,3
