Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Guilherme Clezar [BRA],10,1,90.9%,4,4,0,100.0%,2011,2019,11,1.18,11.8%,4.4%,52.3%,78.2%,52.5%,65.9%,40.3%,55.6%,38.0%
9,Horacio Zeballos [ARG],4,5,44.4%,6,4,2,66.7%,2012,2017,7,1.12,6.6%,5.7%,53.4%,73.9%,56.3%,65.7%,38.5%,58.5%,39.2%
8,Guido Pella [ARG],6,2,75.0%,0,0,0,-,2014,2018,8,1.03,5.8%,5.3%,51.6%,73.4%,46.0%,60.1%,41.1%,61.6%,54.2%
8,Facundo Bagnis [ARG],3,5,37.5%,1,1,0,100.0%,2012,2018,8,1.00,4.2%,4.8%,56.1%,69.5%,50.8%,61.3%,38.7%,65.6%,42.0%
7,Jozef Kovalik [SVK],1,6,14.3%,5,4,1,80.0%,2013,2018,7,0.87,6.0%,3.5%,53.9%,68.1%,52.1%,60.7%,34.1%,46.7%,23.5%
7,Alejandro Gonzalez [COL],4,3,57.1%,1,0,1,0.0%,2011,2017,6,0.95,3.6%,8.1%,51.7%,68.0%,45.8%,57.3%,40.8%,55.8%,34.0%
6,Renzo Olivo [ARG],3,3,50.0%,1,1,0,100.0%,2013,2022,6,1.04,2.4%,3.2%,56.0%,70.1%,54.1%,63.1%,38.5%,60.0%,28.8%
6,Nuno Borges [POR],3,3,50.0%,0,0,0,-,2020,2022,3,0.96,1.8%,0.4%,66.2%,63.6%,47.9%,58.3%,40.2%,68.6%,27.6%
6,Facundo Arguello [ARG],4,2,66.7%,2,2,0,100.0%,2013,2018,6,1.00,3.1%,4.2%,55.8%,64.9%,51.8%,59.1%,41.0%,66.7%,41.5%
6,Rogerio Dutra Silva [BRA],4,2,66.7%,3,1,2,33.3%,2010,2016,5,0.97,5.0%,4.7%,55.4%,62.6%,41.8%,53.4%,45.3%,51.1%,50.0%
6,Julio Silva [BRA],1,5,16.7%,1,0,1,0.0%,2011,2012,5,0.89,3.2%,5.4%,51.4%,65.0%,44.4%,55.0%,40.1%,39.3%,45.2%
5,Albert Ramos [ESP],0,5,0.0%,3,0,3,0.0%,2014,2023,5,0.89,5.2%,5.4%,46.0%,71.3%,45.5%,57.4%,37.9%,58.3%,46.2%
5,Pedro Sousa [POR],2,3,40.0%,1,1,0,100.0%,2015,2020,4,0.81,1.8%,2.5%,53.8%,58.7%,41.9%,50.9%,39.5%,54.5%,41.4%
5,Thiago Monteiro [BRA],1,4,20.0%,1,0,1,0.0%,2010,2020,3,0.78,2.6%,4.6%,41.3%,76.5%,48.7%,60.2%,31.2%,52.9%,33.3%
5,Guido Andreozzi [ARG],3,2,60.0%,1,0,1,0.0%,2013,2019,5,1.01,5.4%,2.7%,56.4%,70.7%,47.2%,60.4%,39.9%,64.4%,56.7%
