Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),480,93,314,1452,291,1421,257,1430,,,,,,
2025,371,130,306,1463,281,1437,258,1435,,,,,,
2024,289,179,304,1442,265,1443,274,1415,,,1376,16,,
2023,337,151,224,1522,244,1451,183,1511,,,,,,
2022,232,239,270,1476,273,1412,228,1463,226,1385,,,,
2021,217,296,221,1527,216,1464,192,1503,,,,,,
2020,410,94,,,,,,,,,1218,15,,
2019,373,99,252,1485,270,1422,201,1476,,,1184,15,,
2018,263,159,267,1461,283,1377,216,1473,232,1362,335,106,,
2017,115,519,115,1672,174,1519,83,1670,,,273,218,,
2016,81,675,118,1651,200,1488,86,1670,173,1469,292,238,,
2015,133,441,120,1651,221,1449,86,1663,161,1494,212,338,,
2014,132,416,181,1565,191,1506,152,1551,168,1452,280,240,,
2013,175,302,258,1459,251,1419,225,1450,217,1384,543,95,,
2012,139,399,162,1589,221,1460,117,1599,177,1468,469,121,,
2011,172,294,229,1505,239,1433,191,1499,,,506,100,,
2010,603,36,,,,,,,,,1384,6,,
2009,770,18,,,,,,,,,1168,12,,
2008,578,41,380,1297,360,1295,351,1286,,,713,45,,
2007,638,29,,,,,,,,,659,54,,
2006,936,10,,,,,,,,,1257,8,,
