Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,9,3,6,33.3%,8,2,6,25.0%,2015,2023,R128,8,0.91,8.4%,3.2%,54.9%,70.2%,46.1%,59.3%,36.8%,50.8%,48.0%
Roland Garros,6,Clay,14,8,6,57.1%,3,1,2,33.3%,2012,2022,R128,14,0.98,4.6%,3.4%,59.5%,65.0%,50.9%,59.3%,39.9%,60.6%,50.0%
Wimbledon,7,Grass,10,3,7,30.0%,6,2,4,33.3%,2012,2022,R128,5,0.80,4.8%,3.8%,54.8%,67.8%,50.7%,60.1%,32.1%,45.0%,30.3%
US Open,9,Hard,14,5,9,35.7%,6,1,5,16.7%,2011,2022,R128,11,0.93,6.2%,4.0%,50.5%,71.4%,48.6%,60.1%,37.1%,53.8%,37.8%
Olympics,1,,2,1,1,50.0%,2,2,0,100.0%,2016,2016,R32,2,1.16,9.2%,3.4%,53.8%,82.8%,50.9%,68.1%,37.2%,14.3%,30.8%
Davis Cup,10,,16,5,11,31.3%,9,3,6,33.3%,2007,2021,,6,1.01,7.3%,4.1%,53.7%,78.5%,45.5%,63.2%,37.2%,58.3%,37.7%
Estoril,15,Clay,24,9,15,37.5%,4,1,3,25.0%,2006,2024,QF,21,0.94,3.5%,4.0%,53.7%,65.6%,50.5%,58.6%,38.9%,55.1%,37.6%
Miami Masters,5,Hard,5,0,5,0.0%,1,1,0,100.0%,2011,2018,R128,5,0.84,4.5%,6.9%,49.6%,66.7%,45.0%,55.7%,37.4%,47.8%,48.1%
Sao Paulo,6,Clay,15,9,6,60.0%,8,2,6,25.0%,2012,2018,QF,15,1.16,6.2%,3.3%,54.4%,77.4%,52.0%,65.8%,39.6%,61.7%,37.4%
Rio de Janeiro,3,Clay,8,4,4,50.0%,3,1,2,33.3%,2016,2018,R16,8,1.02,4.1%,4.4%,52.6%,71.4%,46.9%,59.8%,40.9%,50.8%,54.4%
Buenos Aires,5,Clay,14,8,6,57.1%,9,4,5,44.4%,2012,2018,R16,14,1.04,5.9%,3.3%,52.7%,71.6%,52.8%,62.7%,38.6%,66.1%,42.2%
Hamburg,2,Clay,5,3,2,60.0%,2,2,0,100.0%,2014,2017,R32,5,1.04,6.3%,2.9%,54.0%,68.8%,49.0%,59.7%,41.9%,70.0%,52.0%
