Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 Wimbledon R128,L vs Garcia Lopez,21,27,0.8,11.8%,15.2%,16,23,0.7,9.8%,14.0%,4.9%,4.9%,1.0,12.9%,13.5%
2017 Montevideo CH F,L vs Cuevas,14,26,0.5,12.0%,22.2%,11,25,0.4,10.0%,22.7%,9.1%,0.9%,1.4,19.7%,14.5%
2017 Roland Garros R128,L vs Edmund,17,19,0.9,10.9%,12.2%,12,18,0.7,8.3%,12.5%,5.6%,2.8%,1.4,23.1%,16.0%
2017 Australian Open R128,L vs Kyrgios,13,25,0.5,9.9%,19.1%,9,22,0.4,8.0%,19.5%,6.2%,0.9%,1.2,16.0%,13.0%
2016 Umag R16,W vs Cuevas,25,41,0.6,12.9%,21.1%,22,41,0.5,12.4%,23.0%,7.9%,2.8%,0.6,11.3%,20.6%
2016 Wimbledon R128,L vs Albot,41,34,1.2,17.7%,14.7%,34,30,1.1,15.7%,13.9%,10.6%,4.2%,1.0,11.7%,12.1%
2016 Turino CH F,W vs Lopez Perez,29,31,0.9,16.8%,17.9%,26,30,0.9,16.4%,18.9%,11.9%,4.4%,0.7,14.5%,20.2%
2015 Guayaquil CH F,W vs Schwartzman,17,26,0.7,15.2%,23.2%,13,22,0.6,13.3%,22.4%,9.2%,3.1%,0.2,8.0%,33.0%
2015 Roland Garros R128,L vs Paire,29,40,0.7,9.2%,12.7%,23,33,0.7,8.1%,11.6%,3.9%,3.5%,1.1,21.6%,19.0%
2014 Roland Garros R128,L vs Schwartzman,25,47,0.5,12.0%,22.5%,19,43,0.4,9.7%,21.9%,6.6%,2.0%,0.5,12.0%,22.0%
2014 Sao Paulo CH QF,W vs Arguello,21,23,0.9,18.9%,20.7%,19,20,1.0,18.4%,19.4%,13.6%,4.9%,0.3,9.0%,29.7%
Career (11 matches),,252,339,0.7,13.1%,17.6%,204,307,0.7,11.6%,17.4%,7.7%,3.2%,0.8,15.0%,18.8%
