Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Osaka QF,L vs Lamens,4.7,5.2,4.3,43.5%,48.8%,50.0%,57.1%,53.5%,13.2%,6.0,3.4,0.0,0.0
2024 US Open R128,L vs Rus,4.9,5.0,4.7,51.2%,35.7%,58.8%,45.8%,63.0%,6.4%,-4.5,-2.2,-0.5,-0.4
2024 Rome R128,W vs Fernandez,4.4,4.0,4.7,62.9%,45.7%,41.7%,64.3%,42.5%,10.6%,10.0,11.9,16.0,14.5
2024 Cluj Napoca F,L vs Pliskova,3.6,4.0,3.2,41.2%,28.0%,57.1%,100.0%,63.2%,10.0%,0.0,0.0,-0.5,-0.9
2023 Wimbledon R32,L vs Tsurenko,6.4,6.3,6.5,52.7%,43.8%,52.6%,44.6%,52.2%,6.6%,-3.5,-1.0,6.5,2.0
2023 Eastbourne Q2,L vs Martic,3.8,4.4,3.3,46.8%,50.9%,60.0%,46.2%,56.8%,19.5%,10.5,8.9,19.0,19.2
2023 Roland Garros R128,L vs Osorio,5.4,5.8,5.0,58.4%,40.9%,48.1%,33.3%,49.9%,9.5%,10.5,5.8,-2.5,-1.4
2022 Limoges R16,W vs Scott,4.5,4.4,4.6,62.1%,52.6%,44.4%,44.4%,39.3%,5.0%,4.0,4.5,8.0,5.3
2022 Portoroz SF,L vs Rybakina,3.9,3.9,3.8,41.4%,40.5%,33.3%,44.4%,52.2%,6.8%,7.0,8.9,2.0,2.4
2022 Warsaw F,L vs Garcia,3.5,2.9,4.0,40.3%,37.5%,41.2%,50.0%,37.8%,6.7%,3.0,6.7,-4.5,-5.6
2021 Cluj Napoca R16,L vs Raducanu,4.5,4.4,4.6,43.5%,40.0%,50.0%,40.0%,42.0%,6.0%,-5.0,-5.6,3.0,2.4
2021 US Open R128,L vs Masarova,4.8,5.6,4.1,45.4%,50.0%,47.2%,62.9%,63.9%,12.1%,8.0,2.3,22.5,11.6
2021 Roland Garros R32,L vs Badosa,5.7,6.0,5.4,58.4%,43.5%,62.5%,37.0%,49.4%,7.6%,10.0,3.6,15.5,5.6
2020 Roland Garros R64,L vs Kenin,4.5,4.1,4.9,48.1%,38.1%,42.9%,57.1%,51.0%,6.9%,1.5,1.1,0.0,0.0
2019 ITF Dubai F,W vs Snigur,4.6,4.4,4.8,66.7%,58.8%,46.2%,64.3%,69.4%,10.2%,4.5,3.5,4.5,8.5
2019 Hobart R32,L vs Jabeur,3.7,3.7,3.6,46.7%,43.8%,38.9%,66.7%,46.3%,8.0%,-2.5,-2.5,7.5,6.0
2018 US Open R128,W vs Bouzkova,4.6,4.2,5.0,58.1%,55.6%,53.3%,46.7%,43.4%,2.2%,4.0,4.0,2.5,1.9
2018 Montreal R64,L vs Sabalenka,3.2,3.5,2.8,44.5%,47.4%,56.3%,40.0%,51.0%,5.8%,-3.0,-3.7,11.0,11.3
2018 Roland Garros R128,W vs Vondrousova,4.3,4.2,4.5,50.6%,55.6%,28.0%,76.9%,38.1%,11.3%,5.5,4.8,0.0,0.0
2016 ITF Sharm El Sheikh R32,W vs Garcia Perez,3.1,3.2,2.9,48.2%,60.0%,69.2%,66.7%,57.0%,3.1%,11.5,15.5,2.0,3.2
Career (21 matches),,4.5,4.6,4.4,49.4%,46.0%,50.2%,49.7%,51.5%,8.3%,3.7,2.6,5.3,3.9
