Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Osaka QF,L vs Lamens,0.0%,-,4.0%,42.9%,9.0%,6.3%,0.0%,12.2%,28.0%,0.8%,0.0%,-27,-14
2024 US Open R128,L vs Rus,0.0%,-,6.1%,80.0%,5.0%,7.1%,0.0%,10.1%,28.6%,0.0%,-,-40,-28
2024 Rome R128,W vs Fernandez,0.0%,-,4.9%,66.7%,16.4%,35.7%,7.7%,12.5%,10.0%,0.5%,0.0%,-104,-69
2024 Cluj Napoca F,L vs Pliskova,0.0%,-,4.4%,100.0%,13.2%,37.5%,0.0%,15.9%,14.3%,1.2%,0.0%,86,47
2023 Wimbledon R32,L vs Tsurenko,0.9%,100.0%,11.2%,53.6%,4.0%,4.6%,0.0%,7.5%,25.0%,1.9%,28.6%,-76,-76
2023 Eastbourne Q2,L vs Martic,0.0%,-,10.8%,66.7%,13.0%,15.4%,0.0%,26.8%,31.3%,1.4%,25.0%,-27,-42
2023 Roland Garros R128,L vs Osorio,0.0%,-,12.0%,42.9%,9.2%,6.7%,0.0%,4.5%,17.6%,2.0%,12.5%,-84,-83
2022 Limoges R16,W vs Scott,0.0%,-,2.3%,100.0%,12.8%,10.5%,0.0%,12.1%,44.4%,1.5%,50.0%,31,26
2022 Portoroz SF,L vs Rybakina,0.0%,-,4.1%,80.0%,16.2%,21.4%,0.0%,5.7%,25.0%,1.6%,33.3%,-60,-70
2022 Warsaw F,L vs Garcia,0.0%,-,1.9%,100.0%,20.0%,28.6%,0.0%,10.9%,33.3%,2.1%,0.0%,14,21
2021 Cluj Napoca R16,L vs Raducanu,0.0%,-,2.5%,66.7%,5.2%,7.1%,0.0%,10.8%,9.1%,1.7%,0.0%,-32,-35
2021 US Open R128,L vs Masarova,0.0%,-,5.0%,73.3%,8.9%,16.7%,0.0%,19.6%,54.5%,0.8%,20.0%,-13,-26
2021 Roland Garros R32,L vs Badosa,0.0%,-,3.0%,71.4%,8.2%,3.8%,0.0%,10.1%,28.6%,2.3%,28.6%,-44,-57
2020 Roland Garros R64,L vs Kenin,0.0%,-,2.5%,25.0%,7.8%,23.8%,100.0%,10.9%,20.0%,0.7%,50.0%,-66,-55
2019 ITF Dubai F,W vs Snigur,0.0%,-,1.1%,100.0%,6.2%,5.3%,0.0%,18.2%,33.3%,1.0%,100.0%,-58,-10
2019 Hobart R32,L vs Jabeur,0.0%,-,8.9%,68.8%,10.6%,7.7%,0.0%,8.0%,25.0%,0.0%,-,-16,-34
2018 US Open R128,W vs Bouzkova,0.0%,-,3.4%,50.0%,8.5%,5.3%,0.0%,9.8%,25.0%,1.2%,66.7%,-22,12
2018 Montreal R64,L vs Sabalenka,0.0%,-,1.2%,50.0%,12.5%,7.7%,0.0%,18.9%,40.0%,0.0%,-,16,27
2018 Roland Garros R128,W vs Vondrousova,0.0%,-,7.6%,76.9%,6.5%,6.3%,0.0%,14.9%,25.9%,2.9%,55.6%,18,15
2016 ITF Sharm El Sheikh R32,W vs Garcia Perez,0.0%,-,1.6%,50.0%,19.0%,17.6%,0.0%,14.9%,40.0%,0.7%,0.0%,98,67
Career (21 matches),,0.1%,100.0%,5.4%,64.3%,9.0%,11.0%,5.0%,11.6%,28.6%,1.3%,29.3%,-32,-29
