Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Rus,88.7,96.3,9.1,100.0,93.8,108,78,75.1,4.3,74.3,76.8,81,66
2023 US Open R128,L vs Kenin,89.7,99.1,10.4,104.0,97.9,111,67,77.7,6.7,78.4,87.0,96,69
2022 Wimbledon R64,L vs Kvitova,92.1,96.7,6.5,,,108,83,84.8,4.7,,,92,75
2021 US Open R128,L vs Masarova,90.7,99.0,9.8,104.5,93.8,115,68,76.0,7.3,,83.0,92,63
2019 Wimbledon R128,L vs Konta,93.9,101.4,6.1,102.6,101.1,111,84,85.8,6.7,88.5,93.5,96,70
2018 US Open R64,L vs Pliskova,86.3,92.7,9.4,99.1,91.8,107,69,74.6,6.3,76.5,65.0,85,64
2017 US Open R128,W vs Townsend,87.6,93.0,9.4,95.3,90.3,114,71,75.0,4.0,72.8,77.6,82,65
2017 Wimbledon R64,L vs Garcia,86.5,92.9,7.6,98.3,90.3,106,71,80.1,5.6,85.2,77.0,94,70
2017 Australian Open Q1,W vs Rus,88.1,94.2,9.7,97.1,90.1,113,72,80.0,5.5,82.8,83.0,89,68
2016 US Open R64,L vs Niculescu,82.0,84.8,11.0,95.6,81.5,108,67,74.6,5.9,74.0,,84,65
Career (10 matches),,88.9,95.5,9.0,100.3,92.9,115,67,78.5,5.8,79.1,79.8,96,63
