Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Osaka QF,L vs Lamens,65.6%,52.5%,5.6%,1/4,2.31,9.2%,66.7%,52.8%,1.9%,2.37,17.1%,76.7%,52.2%,13.3%,2.23,0.0%
2024 US Open R128,L vs Rus,76.5%,40.4%,4.4%,1/2,2.29,9.0%,76.1%,40.0%,2.2%,2.14,15.8%,85.0%,41.2%,10.0%,2.51,0.0%
2024 Rome R128,W vs Fernandez,83.1%,55.1%,6.8%,0/4,2.46,8.7%,85.4%,51.4%,4.9%,2.40,11.1%,93.3%,64.3%,13.3%,2.56,5.3%
2024 Cluj Napoca F,L vs Pliskova,51.0%,42.3%,5.9%,2/1,2.56,13.0%,52.6%,40.0%,5.3%,2.58,22.2%,66.7%,50.0%,11.1%,2.52,0.0%
2023 Wimbledon R32,L vs Tsurenko,88.1%,52.5%,2.2%,1/2,2.10,9.1%,90.9%,53.3%,1.0%,2.11,14.3%,100.0%,50.0%,7.1%,2.09,0.0%
2023 Eastbourne Q2,L vs Martic,60.0%,55.0%,7.0%,2/5,2.45,27.0%,58.1%,50.0%,3.2%,2.25,28.3%,72.7%,62.5%,15.2%,2.78,25.0%
2023 Roland Garros R128,L vs Osorio,82.2%,47.3%,4.4%,4/0,2.26,8.5%,88.7%,47.6%,0.0%,2.32,15.8%,73.3%,45.5%,26.7%,2.19,0.0%
2022 Limoges R16,W vs Scott,77.5%,56.4%,1.4%,1/0,2.43,0.0%,66.7%,61.5%,0.0%,2.32,0.0%,96.7%,51.7%,3.3%,2.60,0.0%
2022 Portoroz SF,L vs Rybakina,71.8%,52.9%,9.9%,4/3,2.50,7.1%,57.5%,56.5%,5.0%,2.44,12.0%,93.3%,50.0%,16.7%,2.58,0.0%
2022 Warsaw F,L vs Garcia,74.5%,39.0%,18.2%,4/6,2.89,0.0%,70.6%,37.5%,17.6%,2.77,0.0%,94.4%,41.2%,22.2%,3.28,0.0%
2021 Cluj Napoca R16,L vs Raducanu,65.5%,36.8%,6.9%,2/2,2.61,8.7%,57.5%,21.7%,7.5%,2.56,11.8%,100.0%,60.0%,6.7%,2.77,0.0%
2021 US Open R128,L vs Masarova,71.8%,49.6%,1.8%,2/1,2.54,0.9%,68.3%,42.3%,1.9%,2.55,1.5%,90.2%,60.9%,2.0%,2.53,0.0%
2021 Roland Garros R32,L vs Badosa,85.5%,51.1%,2.7%,3/0,2.37,7.3%,89.0%,47.9%,0.0%,2.25,9.6%,91.3%,61.9%,13.0%,2.76,0.0%
2020 Roland Garros R64,L vs Kenin,82.3%,43.1%,12.7%,2/8,2.60,9.8%,85.7%,35.7%,6.1%,2.58,12.2%,85.2%,56.5%,25.9%,2.65,5.0%
2019 ITF Dubai F,W vs Snigur,77.6%,55.3%,4.1%,1/1,2.19,3.6%,86.7%,50.0%,0.0%,2.53,9.1%,85.7%,66.7%,14.3%,1.96,0.0%
2019 Hobart R32,L vs Jabeur,66.7%,58.6%,11.5%,4/6,2.46,12.5%,50.0%,47.8%,13.0%,2.60,13.0%,92.1%,65.7%,10.5%,2.22,11.5%
2018 US Open R128,W vs Bouzkova,83.6%,43.1%,3.3%,2/0,2.68,2.7%,86.5%,46.9%,2.7%,2.57,5.3%,95.0%,36.8%,5.0%,2.79,0.0%
2018 Montreal R64,L vs Sabalenka,61.7%,36.0%,3.7%,3/0,2.50,1.6%,66.7%,34.4%,2.1%,2.64,2.6%,75.0%,38.9%,8.3%,2.27,0.0%
2018 Roland Garros R128,W vs Vondrousova,81.1%,38.3%,8.1%,2/4,2.39,6.6%,84.6%,30.3%,10.3%,2.43,10.2%,93.1%,48.1%,6.9%,2.33,0.0%
2016 ITF Sharm El Sheikh R32,W vs Garcia Perez,58.1%,52.8%,1.6%,1/0,2.56,3.0%,59.4%,57.9%,0.0%,2.48,5.9%,63.0%,47.1%,3.7%,2.64,0.0%
Career (21 matches),,74.0%,48.4%,5.8%,49.0%,2.44,7.8%,74.0%,45.7%,3.9%,2.42,10.8%,86.8%,53.1%,10.7%,2.48,2.7%
