Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,110,46,64,41.8%,113-142,44.3%,1175-1255,48.4%,12-22,35.3%,103,65.7%,30.7%,4.0%,3.1%,61.7%,62.3%,47.5%,56.6%,41.6%,49.1%,0.96
Clay,80,37,43,46.3%,94-89,51.4%,887-848,51.1%,8-11,42.1%,77,61.9%,40.8%,2.4%,3.0%,64.8%,59.1%,47.0%,54.9%,46.4%,50.6%,1.03
Grass,15,5,10,33.3%,14-22,38.9%,159-184,46.4%,2-3,40.0%,15,67.8%,24.4%,3.8%,2.5%,63.4%,62.7%,51.9%,58.8%,40.1%,49.2%,0.97
Grand Slams,42,15,27,35.7%,42-59,41.6%,451-500,47.4%,4-9,30.8%,42,64.1%,30.1%,3.1%,3.1%,62.8%,60.7%,47.8%,55.9%,42.1%,48.9%,0.95
Premiers,23,7,16,30.4%,20-33,37.7%,231-271,46.0%,1-3,25.0%,22,63.1%,28.9%,3.4%,3.5%,64.6%,61.5%,42.7%,54.9%,40.7%,47.9%,0.90
Internationals,117,57,60,48.7%,134-131,50.6%,1272-1248,50.5%,15-20,42.9%,113,64.7%,37.6%,3.4%,2.9%,63.1%,60.7%,48.7%,56.3%,44.7%,50.5%,1.02
Finals,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,50.0%,16.7%,7.1%,1.8%,65.2%,52.1%,48.7%,50.9%,32.1%,41.7%,0.65
Semi-finals,8,2,6,25.0%,6-13,31.6%,76-103,42.5%,0-1,0.0%,7,57.8%,32.1%,3.6%,3.1%,66.1%,58.7%,40.9%,52.6%,43.4%,48.0%,0.92
Quarter-finals,15,8,7,53.3%,19-13,59.4%,155-134,53.6%,3-1,75.0%,14,65.4%,42.2%,5.3%,2.4%,63.7%,61.6%,51.3%,57.9%,46.1%,52.0%,1.09
vs Righties,178,74,104,41.6%,189-223,45.9%,1909-1986,49.0%,15-28,34.9%,170,63.8%,34.2%,3.2%,3.0%,63.5%,60.6%,47.8%,55.9%,43.3%,49.6%,0.98
vs Lefties,26,12,14,46.2%,29-32,47.5%,295-306,49.1%,6-8,42.9%,25,65.6%,33.6%,3.9%,3.4%,61.3%,63.2%,44.7%,56.1%,43.5%,49.8%,0.99
vs Top 10,9,0,9,0.0%,3-18,14.3%,76-120,38.8%,0-0,-,9,55.6%,21.6%,4.9%,2.6%,63.2%,59.3%,39.4%,52.0%,37.4%,44.8%,0.78
