Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,16,7,9,43.8%,4,3,1,75.0%,2015,2025,R32,12,0.96,4.1%,3.6%,63.5%,62.6%,45.5%,56.4%,41.7%,55.3%,39.2%
Roland Garros,10,Clay,19,9,10,47.4%,4,2,2,50.0%,2015,2025,R32,15,0.97,1.9%,2.9%,65.1%,59.8%,44.8%,54.6%,43.9%,50.4%,48.8%
Wimbledon,10,Grass,18,8,10,44.4%,9,4,5,44.4%,2015,2025,R32,16,1.05,4.5%,2.2%,62.7%,64.3%,52.0%,59.7%,42.4%,61.2%,47.4%
US Open,8,Hard,19,11,8,57.9%,6,2,4,33.3%,2016,2024,R64,16,0.98,3.6%,3.7%,60.2%,63.2%,46.7%,56.6%,42.5%,54.3%,48.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.80,1.5%,1.5%,67.2%,55.6%,54.5%,55.2%,35.9%,63.6%,66.7%
Fed Cup,1,,2,1,1,50.0%,1,0,1,0.0%,2020,2020,,2,1.23,3.9%,2.2%,60.6%,73.4%,60.6%,68.3%,38.8%,16.7%,43.8%
Cluj-Napoca,3,Hard,8,5,3,62.5%,2,2,0,100.0%,2024,2026,F,8,0.96,5.2%,1.1%,64.3%,61.0%,51.6%,57.6%,40.7%,60.0%,51.9%
Brisbane,1,Hard,4,2,2,50.0%,0,0,0,-,2024,2024,R64,4,1.08,2.1%,4.1%,62.7%,64.5%,49.5%,58.9%,44.4%,70.6%,59.3%
Hong Kong,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2015,2024,R16,3,0.84,4.0%,1.3%,61.5%,61.2%,49.4%,56.6%,36.6%,62.1%,31.8%
Osaka,3,Hard,11,8,3,72.7%,2,2,0,100.0%,2009,2024,QF,9,1.14,3.6%,2.1%,66.1%,61.7%,51.4%,58.2%,47.7%,55.9%,49.4%
Wuhan,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2018,2024,Q2,3,0.94,4.4%,4.4%,53.7%,59.6%,47.9%,54.2%,42.9%,57.1%,50.0%
Beijing,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2024,R128,2,0.81,6.7%,6.7%,53.0%,62.0%,36.5%,50.0%,40.5%,52.2%,31.3%
