Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Osaka QF,L vs Lamens,20.5%,25.3%,43.1%,30.0%,38.0%,42.9%,44.8%,38.1%,0.0%,6.3%,6.3%,43.3%,45.5%,23.8%,33.3%,-67
2024 US Open R128,L vs Rus,18.9%,28.4%,49.3%,24.1%,39.7%,56.8%,50.0%,43.3%,25.0%,12.1%,12.1%,37.9%,50.0%,21.1%,50.0%,6
2024 Rome R128,W vs Fernandez,21.9%,29.7%,52.2%,30.8%,43.6%,51.9%,57.1%,50.0%,100.0%,9.5%,9.5%,52.6%,100.0%,53.3%,100.0%,-23
2024 Cluj Napoca F,L vs Pliskova,25.8%,33.9%,39.1%,30.8%,41.0%,37.0%,40.0%,47.4%,80.0%,17.4%,21.7%,42.1%,11.1%,57.1%,66.7%,-104
2023 Wimbledon R32,L vs Tsurenko,12.0%,12.8%,39.4%,13.7%,15.1%,41.3%,25.9%,30.4%,37.5%,10.0%,10.0%,36.1%,0.0%,0.0%,0.0%,-14
2023 Eastbourne Q2,L vs Martic,21.1%,33.7%,51.4%,24.6%,39.3%,56.5%,80.8%,45.7%,100.0%,15.2%,24.2%,42.9%,37.5%,94.1%,100.0%,-68
2023 Roland Garros R128,L vs Osorio,14.1%,21.2%,47.9%,15.6%,26.7%,55.3%,22.2%,59.3%,50.0%,13.2%,15.8%,39.4%,17.4%,66.7%,50.0%,-43
2022 Limoges R16,W vs Scott,27.9%,34.4%,50.0%,27.0%,35.1%,51.9%,40.0%,50.0%,66.7%,29.2%,33.3%,47.1%,40.0%,44.4%,0.0%,-104
2022 Portoroz SF,L vs Rybakina,15.7%,25.5%,33.3%,16.7%,30.0%,40.0%,18.8%,35.7%,33.3%,15.0%,20.0%,23.5%,55.6%,54.5%,33.3%,-46
2022 Warsaw F,L vs Garcia,26.0%,30.0%,28.6%,22.9%,28.6%,33.3%,38.9%,52.9%,66.7%,38.5%,38.5%,12.5%,33.3%,57.1%,100.0%,57
2021 Cluj Napoca R16,L vs Raducanu,19.0%,23.8%,48.9%,20.5%,25.0%,48.6%,36.8%,24.0%,0.0%,20.0%,26.7%,50.0%,20.0%,20.0%,100.0%,63
2021 US Open R128,L vs Masarova,15.4%,23.5%,53.6%,18.1%,28.9%,50.0%,53.3%,26.4%,20.0%,12.5%,16.7%,59.5%,47.8%,56.0%,-,10
2021 Roland Garros R32,L vs Badosa,9.4%,18.9%,50.9%,8.8%,20.9%,55.4%,50.0%,57.4%,53.8%,12.9%,16.1%,37.0%,38.5%,72.2%,50.0%,9
2020 Roland Garros R64,L vs Kenin,21.5%,27.8%,39.3%,21.2%,30.8%,43.9%,34.6%,38.5%,33.3%,23.1%,23.1%,30.0%,30.8%,53.8%,66.7%,-59
2019 ITF Dubai F,W vs Snigur,37.0%,45.7%,57.1%,52.2%,69.6%,72.7%,70.0%,30.8%,-,22.7%,22.7%,47.1%,70.0%,16.7%,-,-51
2019 Hobart R32,L vs Jabeur,19.4%,24.7%,37.5%,20.7%,24.1%,32.6%,47.8%,51.4%,16.7%,18.8%,28.1%,46.2%,25.0%,50.0%,40.0%,-33
2018 US Open R128,W vs Bouzkova,31.0%,37.9%,59.5%,36.7%,43.3%,57.9%,33.3%,66.7%,100.0%,28.0%,36.0%,61.1%,20.0%,80.0%,-,25
2018 Montreal R64,L vs Sabalenka,23.9%,30.7%,48.4%,26.4%,35.8%,59.0%,44.0%,53.6%,50.0%,23.3%,26.7%,30.4%,46.2%,47.1%,33.3%,68
2018 Roland Garros R128,W vs Vondrousova,15.3%,23.5%,55.8%,18.0%,29.5%,60.0%,56.7%,45.2%,50.0%,12.9%,16.1%,48.1%,91.7%,10.5%,0.0%,6
2016 ITF Sharm El Sheikh R32,W vs Garcia Perez,30.6%,33.9%,60.0%,47.1%,52.9%,61.1%,53.8%,42.9%,-,15.0%,15.0%,58.8%,70.0%,30.0%,-,-46
Career (21 matches),,19.7%,26.5%,47.1%,22.7%,31.9%,49.4%,44.9%,43.8%,45.9%,16.3%,19.4%,43.2%,38.9%,45.0%,45.5%,2
