Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,4.8%,0.0%,64.3%,63.0%,20.0%,47.6%,32.1%,38.9%,0.61,R32 (Cluj-Napoca)
2025,4,1,3,25.0%,3-5,37.5%,32-38,45.7%,0-0,-,4,52.8%,35.1%,2.0%,2.4%,62.8%,54.1%,48.9%,52.2%,41.7%,47.5%,0.87,R16 (Cluj-Napoca)
2024,32,14,18,43.8%,37-40,48.1%,367-383,48.9%,6-5,54.5%,31,63.7%,33.1%,3.6%,2.6%,64.6%,60.6%,46.5%,55.6%,42.8%,49.3%,0.96,F (Cluj-Napoca)
2023,27,12,15,44.4%,32-36,47.1%,329-335,49.5%,5-4,55.6%,25,64.1%,33.4%,3.7%,2.4%,61.9%,62.0%,47.8%,56.6%,43.7%,50.1%,1.01,QF (2x)
2022,25,15,10,60.0%,34-23,59.6%,298-237,55.7%,3-8,27.3%,20,69.9%,43.5%,3.2%,2.4%,64.2%,62.6%,49.4%,57.8%,47.6%,52.7%,1.13,F (Warsaw)
2021,24,9,15,37.5%,24-30,44.4%,244-263,48.1%,2-3,40.0%,24,60.7%,33.3%,2.8%,3.6%,63.0%,60.3%,46.5%,55.2%,43.8%,49.3%,0.98,QF (Istanbul)
2020,7,3,4,42.9%,9-7,56.3%,81-67,54.7%,0-1,0.0%,7,75.3%,33.8%,3.4%,3.0%,60.1%,68.2%,53.2%,62.2%,43.7%,52.6%,1.16,QF (Prague)
2019,21,7,14,33.3%,19-31,38.0%,225-250,47.4%,1-7,12.5%,21,65.0%,31.2%,3.6%,3.0%,61.3%,60.0%,50.3%,56.2%,41.3%,48.7%,0.94,QF (Limoges)
2018,30,14,16,46.7%,32-36,47.1%,306-331,48.0%,4-3,57.1%,30,63.8%,32.0%,3.9%,3.7%,61.0%,60.7%,47.7%,55.7%,43.0%,49.2%,0.97,SF (2x)
2017,14,6,8,42.9%,15-17,46.9%,151-154,49.5%,0-2,0.0%,14,68.4%,34.0%,4.5%,4.0%,60.3%,63.1%,46.2%,56.4%,41.7%,49.3%,0.96,SF (Bucharest)
2016,12,6,6,50.0%,14-14,50.0%,130-134,49.2%,0-2,0.0%,12,59.1%,39.2%,1.6%,3.3%,68.9%,59.7%,41.4%,54.1%,44.8%,49.6%,0.98,SF (Florianopolis)
2015,7,1,6,14.3%,3-11,21.4%,53-77,40.8%,0-1,0.0%,5,51.1%,34.7%,1.0%,2.0%,75.2%,53.9%,47.4%,52.3%,41.3%,46.8%,0.87,R16 (Florianopolis)
2014,3,1,2,33.3%,2-4,33.3%,24-34,41.4%,1-0,100.0%,3,-,-,1.8%,5.8%,61.5%,57.6%,43.7%,52.2%,44.4%,48.3%,0.93,R16 (Bad Gastein)
Career,207,89,118,43.0%,224-256,46.7%,2245-2315,49.2%,22-36,37.9%,197,64.1%,34.3%,3.4%,3.0%,63.1%,60.9%,47.5%,56.0%,43.4%,49.7%,0.99,
