Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2020 Orlando CH F,L vs Nakashima,40% (4/10),0% (0/4),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2020 Ismaning CH SF,L vs Van De Zandschulp,0% (0/10),- (0/0),0/2,44% (4/9),50% (2/4),0/0,0/0,1/1,0/0,1/1
2020 Australian Open R128,L vs Ito,13% (2/15),50% (1/2),0/5,53% (8/15),38% (3/8),1/1,0/0,1/1,0/0,0/0
2019 US Open R128,L vs Medvedev,25% (3/12),33% (1/3),0/5,54% (7/13),0% (0/7),0/1,0/0,1/3,0/0,0/1
2019 Newport R32,L vs Granollers,0% (0/8),- (0/0),0/2,50% (4/8),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 Wimbledon R128,L vs Raonic,7% (1/15),0% (0/1),0/3,40% (6/15),50% (3/6),0/0,0/0,4/4,0/0,1/1
2019 Antalya R16,L vs Sonego,13% (2/16),50% (1/2),0/4,44% (7/16),29% (2/7),0/1,0/0,0/0,0/0,0/0
2019 Antalya R32,W vs Tipsarevic,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,1/1,2/2,0/0,0/0
2019 Roland Garros R128,L vs Dellien,17% (2/12),0% (0/2),0/5,55% (6/11),0% (0/6),0/0,0/0,0/1,0/0,0/0
2019 Munich Q2,L vs Istomin,23% (3/13),33% (1/3),0/2,46% (6/13),33% (2/6),1/1,1/1,0/2,0/0,0/1
2019 Munich Q1,W vs Erler,29% (5/17),100% (5/5),1/5,44% (7/16),29% (2/7),2/5,1/2,0/0,1/2,0/0
2019 Anning CH F,L vs Clarke,50% (5/10),60% (3/5),2/4,67% (6/9),17% (1/6),1/3,0/0,1/2,0/0,1/1
2019 Anning CH SF,W vs Majchrzak,35% (6/17),83% (5/6),1/3,53% (9/17),56% (5/9),4/5,1/3,1/1,1/2,0/0
2019 Anning CH QF,W vs Milojevic,55% (6/11),67% (4/6),1/1,10% (1/10),0% (0/1),3/3,1/1,1/1,0/0,0/0
2019 Anning CH R16,W vs Pavlasek,40% (4/10),50% (2/4),0/0,0% (0/11),- (0/0),1/1,1/1,0/0,1/1,0/0
2019 Anning CH R32,W vs Myneni,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 Miami R128,L vs Munar,18% (2/11),100% (2/2),0/3,27% (3/11),0% (0/3),1/2,0/0,4/4,0/0,2/2
2019 Indian Wells R32,L vs Karlovic,9% (1/11),0% (0/1),0/1,20% (2/10),50% (1/2),0/0,0/0,0/0,0/0,0/0
2019 Indian Wells R64,W vs Basilashvili,35% (6/17),50% (3/6),1/2,29% (5/17),60% (3/5),2/3,1/2,2/2,0/1,0/0
2019 Indian Wells R128,W vs Paire,36% (4/11),100% (4/4),1/3,36% (4/11),25% (1/4),2/4,1/1,0/0,1/1,0/0
2020 (3 matches),,17.1%,16.7%,0.0%,45.5%,40.0%,100.0%,-,100.0%,-,100.0%
2019 (29 matches),,25.7%,69.3%,18.5%,33.7%,30.4%,71.4%,80.0%,64.9%,71.4%,50.0%
2018 (54 matches),,36.4%,72.6%,26.2%,32.1%,36.5%,86.8%,84.3%,68.5%,83.3%,70.0%
2017 (45 matches),,35.6%,72.1%,20.3%,27.0%,35.8%,87.5%,90.5%,80.0%,94.4%,69.2%
2016 (27 matches),,38.3%,74.2%,22.1%,36.2%,32.4%,83.5%,85.7%,72.0%,88.9%,71.4%
Career (174 matches),,33.9%,71.9%,20.8%,32.6%,34.4%,83.9%,85.3%,72.0%,84.9%,64.5%
