Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Orlando CH F,L vs Nakashima,0.0%,-,3.2%,100.0%,18.0%,17.5%,30.0%,1.9%,8.3%,0.4%,0.0%,26,29
2020 Ismaning CH SF,L vs Van De Zandschulp,0.0%,-,10.4%,42.9%,23.1%,35.0%,14.3%,0.0%,0.0%,0.6%,0.0%,10,36
2020 Roland Garros Q2,L vs Vukic,0.0%,-,7.1%,72.7%,15.2%,18.2%,50.0%,11.9%,0.0%,1.6%,50.0%,-13,-32
2019 Indian Wells R32,L vs Karlovic,0.0%,-,4.7%,83.3%,28.1%,35.0%,50.0%,5.3%,20.0%,0.0%,-,103,17
2019 Indian Wells R128,W vs Paire,0.0%,-,10.3%,66.7%,8.2%,14.3%,0.0%,3.1%,50.0%,0.4%,100.0%,-82,-41
2019 Davis Cup Qualifiers RR,L vs Berrettini,1.7%,0.0%,9.5%,50.0%,16.4%,28.6%,40.0%,5.3%,0.0%,0.9%,0.0%,-3,8
2018 Anning CH F,W vs Safwat,0.0%,-,12.1%,66.7%,13.7%,25.0%,26.7%,1.4%,0.0%,0.3%,100.0%,-49,-17
Career (7 matches),,0.2%,0.0%,8.4%,64.2%,16.2%,22.7%,25.0%,4.3%,9.1%,0.6%,44.4%,-11,-3
