Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,9,20,31.0%,23-46,33.3%,300-384,43.9%,6-7,46.2%,27,74.1%,14.4%,7.4%,3.5%,61.0%,70.3%,49.7%,62.3%,33.4%,47.8%,0.89
Clay,2,0,2,0.0%,0-6,0.0%,16-36,30.8%,0-0,-,2,56.0%,7.4%,2.9%,2.9%,69.6%,56.3%,42.9%,52.2%,30.8%,40.3%,0.64
Grass,8,2,6,25.0%,5-14,26.3%,77-108,41.6%,3-2,60.0%,8,74.2%,7.6%,5.2%,2.8%,63.8%,67.8%,48.1%,60.7%,27.2%,44.9%,0.69
Grand Slams,5,0,5,0.0%,0-15,0.0%,47-93,33.6%,0-2,0.0%,5,63.8%,5.7%,7.6%,3.7%,64.5%,64.3%,41.4%,56.1%,28.4%,42.2%,0.65
Masters,4,2,2,50.0%,4-5,44.4%,51-53,49.0%,2-3,40.0%,4,81.6%,18.0%,5.9%,3.8%,59.4%,70.5%,56.9%,65.0%,34.3%,49.6%,0.98
Other Tours,19,5,14,26.3%,14-30,31.8%,178-245,42.1%,6-3,66.7%,19,70.7%,12.9%,6.4%,3.8%,59.8%,67.9%,47.9%,59.9%,32.3%,46.4%,0.80
Best of 5,7,1,6,14.3%,3-19,13.6%,80-129,38.3%,0-2,0.0%,7,68.9%,9.5%,7.2%,3.6%,66.0%,67.4%,44.2%,59.5%,30.7%,44.5%,0.76
Best of 3,32,10,22,31.3%,25-47,34.7%,313-399,44.0%,9-7,56.3%,30,74.4%,13.5%,6.5%,3.2%,61.0%,69.4%,50.3%,62.0%,32.5%,47.4%,0.85
vs Righties,33,7,26,21.2%,19-60,24.1%,318-455,41.1%,8-8,50.0%,31,70.8%,11.7%,6.4%,3.4%,61.1%,67.2%,48.4%,59.9%,31.3%,45.8%,0.78
vs Lefties,5,3,2,60.0%,6-5,54.5%,53-55,49.1%,1-1,50.0%,5,81.5%,15.4%,7.7%,2.6%,67.4%,74.6%,53.5%,67.7%,35.6%,51.0%,1.10
vs Top 10,2,0,2,0.0%,0-5,0.0%,12-30,28.6%,0-0,-,1,46.2%,8.3%,5.9%,11.8%,54.4%,64.9%,25.8%,47.1%,30.9%,39.0%,0.58
