Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,11,6,5,54.5%,4,0,4,0.0%,2018,2022,R128,11,0.94,6.8%,1.6%,64.9%,67.5%,51.7%,62.0%,35.6%,62.5%,45.9%
Roland Garros,4,Clay,7,3,4,42.9%,1,0,1,0.0%,2018,2021,R128,4,0.78,3.3%,3.7%,60.7%,64.9%,41.7%,55.7%,34.4%,53.3%,33.3%
Wimbledon,3,Grass,3,0,3,0.0%,2,0,2,0.0%,2018,2021,R128,2,0.60,6.0%,2.7%,67.3%,69.3%,42.9%,60.7%,23.5%,40.0%,25.0%
US Open,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2017,2021,R128,3,0.68,8.3%,4.7%,66.1%,68.5%,41.5%,59.4%,27.5%,16.7%,50.0%
Davis Cup,7,,11,4,7,36.4%,2,1,1,50.0%,2017,2023,,9,0.98,7.0%,1.6%,66.8%,73.2%,52.9%,66.5%,32.9%,67.7%,32.6%
Pune,4,Hard,7,2,5,28.6%,5,2,3,40.0%,2018,2023,R16,7,0.90,8.2%,1.1%,62.1%,74.7%,49.5%,65.1%,31.2%,62.8%,63.2%
Chennai,3,Hard,5,2,3,40.0%,2,0,2,0.0%,2012,2017,Q2,5,0.91,6.8%,3.8%,61.7%,63.2%,46.2%,56.6%,39.3%,68.2%,41.9%
Dubai,3,Hard,3,0,3,0.0%,0,0,0,-,2017,2021,R32,3,0.53,3.3%,6.1%,61.1%,60.0%,37.1%,51.1%,25.7%,47.8%,30.0%
Los Cabos,2,Hard,5,3,2,60.0%,0,0,0,-,2018,2019,R16,5,1.07,6.6%,4.0%,53.2%,70.6%,51.8%,61.8%,40.9%,50.0%,34.1%
Stuttgart,2,Grass,5,3,2,60.0%,4,2,2,50.0%,2018,2019,R16,5,1.12,7.4%,2.2%,65.4%,76.3%,52.0%,67.8%,35.9%,60.9%,36.4%
Atlanta,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2018,2019,R32,4,0.89,6.0%,5.0%,57.5%,71.7%,44.5%,60.1%,35.4%,60.0%,44.4%
