Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Brisbane R64,L vs Jones,13.5%,28.8%,33.3%,14.3%,35.7%,45.8%,46.2%,20.0%,0.0%,14.3%,23.8%,16.7%,27.3%,40.0%,50.0%,25
2025 Queens Club F,W vs Anisimova,31.6%,42.1%,44.0%,39.2%,52.9%,48.4%,58.3%,33.3%,66.7%,17.4%,21.7%,36.8%,37.5%,66.7%,50.0%,-7
2025 BJK Cup Qualifiers RR,L vs Boulter,26.0%,32.9%,36.5%,32.5%,42.5%,40.7%,15.8%,42.9%,100.0%,19.4%,22.6%,32.0%,21.4%,11.8%,33.3%,-31
2025 BJK Cup Qualifiers RR,L vs Lamens,25.0%,33.0%,50.0%,36.2%,46.6%,54.1%,44.4%,19.4%,0.0%,3.6%,7.1%,44.4%,21.4%,35.7%,25.0%,-80
2024 US Open R128,W vs Sierra,43.1%,47.1%,50.0%,64.5%,71.0%,54.5%,33.3%,30.8%,0.0%,13.3%,13.3%,46.2%,16.7%,77.8%,100.0%,17
2024 Madrid R128,W vs Stearns,24.6%,34.2%,47.6%,34.8%,48.5%,62.8%,14.8%,7.7%,0.0%,10.9%,15.2%,31.7%,33.3%,45.5%,50.0%,-54
2023 Bad Homburg R32,L vs Swiatek,27.1%,31.8%,35.1%,33.3%,41.7%,43.8%,52.0%,30.4%,33.3%,21.9%,21.9%,24.0%,81.3%,12.5%,33.3%,59
2023 Roland Garros R128,L vs Haddad Maia,14.0%,16.3%,23.3%,15.0%,20.0%,23.5%,20.0%,10.0%,0.0%,18.8%,18.8%,23.1%,25.0%,37.5%,33.3%,31
2023 Rabat R32,W vs Prozorova,17.3%,28.8%,50.6%,18.8%,31.3%,53.8%,48.4%,18.2%,0.0%,16.2%,27.0%,45.2%,35.7%,43.5%,-,-13
2023 Bogota F,W vs Stearns,31.9%,38.5%,47.4%,36.4%,47.3%,45.7%,39.1%,40.6%,50.0%,29.0%,29.0%,50.0%,20.0%,93.8%,100.0%,64
2023 Miami R128,L vs Vondrousova,13.3%,25.0%,40.4%,16.1%,35.5%,57.7%,46.7%,25.0%,40.0%,12.5%,16.7%,19.0%,72.7%,15.4%,0.0%,0
2023 Auckland R32,L vs Gauff,18.1%,19.4%,37.5%,19.6%,21.7%,40.5%,71.4%,4.0%,0.0%,17.4%,17.4%,31.6%,50.0%,18.2%,33.3%,35
2022 Granby QF,L vs Parry,33.9%,47.7%,60.0%,48.4%,64.5%,62.5%,52.2%,28.2%,0.0%,19.5%,31.7%,57.6%,42.1%,54.5%,100.0%,50
2022 Granby R32,W vs Podoroska,30.5%,37.3%,52.6%,53.3%,63.3%,78.6%,35.7%,37.5%,50.0%,7.7%,11.5%,37.5%,15.4%,53.8%,-,-39
2022 Wimbledon SF,L vs Jabeur,12.1%,21.2%,52.4%,15.1%,24.5%,51.1%,48.0%,35.7%,50.0%,9.8%,19.5%,54.1%,50.0%,52.4%,0.0%,-19
2022 Wimbledon QF,W vs Niemeier,17.9%,25.5%,57.5%,16.7%,29.6%,62.2%,43.8%,18.2%,25.0%,22.2%,24.4%,51.4%,40.0%,63.3%,100.0%,58
2022 Wimbledon R16,W vs Ostapenko,43.2%,50.5%,40.0%,47.3%,60.0%,58.6%,42.9%,29.6%,33.3%,41.7%,41.7%,14.3%,26.7%,38.1%,0.0%,17
2022 Wimbledon R64,W vs Cirstea,22.7%,33.0%,42.2%,36.5%,50.0%,45.5%,42.3%,23.1%,25.0%,3.1%,9.4%,38.7%,18.8%,18.8%,50.0%,-87
2022 Bogota F,W vs Pigossi,26.1%,32.6%,53.8%,40.7%,50.0%,62.5%,56.0%,55.2%,66.7%,5.7%,8.6%,45.5%,0.0%,58.8%,100.0%,-58
2021 ITF Santarem R16,L vs Ozgen,19.2%,30.8%,46.3%,27.3%,40.9%,59.4%,54.2%,45.0%,25.0%,12.0%,24.0%,27.3%,0.0%,40.0%,40.0%,-104
Last 52 Weeks (4 matches),,24.9%,34.6%,41.8%,32.8%,45.8%,47.9%,42.2%,28.7%,37.5%,13.6%,18.4%,33.7%,25.5%,37.5%,36.4%,-7
Career (35 matches),,24.3%,32.1%,45.6%,32.9%,44.0%,52.6%,43.2%,26.7%,24.8%,15.0%,19.0%,37.7%,39.1%,43.8%,46.7%,14
