Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Brisbane R64,L vs Jones,44% (4/9),75% (3/4),2/5,67% (6/9),0% (0/6),1/3,0/0,0/1,0/0,0/0
2025 Queen's Club F,W vs Anisimova,44% (4/9),100% (4/4),1/2,30% (3/10),33% (1/3),3/4,2/2,0/0,1/1,0/0
2025 BJK Cup Qualifiers RR,L vs Lamens,33% (5/15),60% (3/5),2/4,33% (5/15),20% (1/5),1/3,1/1,1/1,0/0,0/0
2025 BJK Cup Qualifiers RR,L vs Boulter,36% (4/11),75% (3/4),0/4,42% (5/12),0% (0/5),2/3,1/1,0/1,0/0,0/1
2024 US Open R64,L vs Gauff,38% (3/8),33% (1/3),1/5,63% (5/8),0% (0/5),1/1,0/0,1/1,0/0,0/0
2024 US Open R128,W vs Sierra,75% (6/8),67% (4/6),0/1,33% (3/9),67% (2/3),3/3,1/2,0/0,1/2,0/0
2024 Wimbledon R128,L vs Boulter,33% (4/12),50% (2/4),0/2,33% (4/12),25% (1/4),1/2,0/0,1/2,0/0,1/2
2024 Madrid R128,W vs Stearns,44% (7/16),86% (6/7),2/4,31% (5/16),20% (1/5),5/6,1/2,2/2,0/0,2/2
2023 US Open R128,L vs Martic,0% (0/7),- (0/0),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
2023 Wimbledon R128,L vs Cirstea,42% (5/12),60% (3/5),1/4,50% (6/12),17% (1/6),2/3,1/1,1/2,0/0,1/1
2023 Bad Homburg R32,L vs Swiatek,15% (2/13),100% (2/2),0/6,69% (9/13),33% (3/9),1/1,0/0,1/1,0/0,0/0
2023 Roland Garros R128,L vs Haddad Maia,50% (3/6),33% (1/3),1/6,100% (7/7),0% (0/7),0/1,0/0,0/1,0/0,0/1
2023 Rabat R32,W vs Prozorova,67% (10/15),90% (9/10),3/5,40% (6/15),17% (1/6),5/7,1/1,0/0,1/1,0/0
2023 Bogota F,W vs Stearns,31% (4/13),75% (3/4),0/2,29% (4/14),25% (1/4),2/3,2/2,0/1,1/1,0/0
2023 Miami R128,L vs Vondrousova,25% (2/8),100% (2/2),2/5,78% (7/9),14% (1/7),0/2,0/0,0/1,0/0,0/1
2023 Auckland R32,L vs Gauff,33% (3/9),67% (2/3),1/4,63% (5/8),0% (0/5),2/2,0/0,1/2,0/0,1/1
2022 US Open R128,L vs Sakkari,33% (4/12),50% (2/4),0/4,38% (5/13),0% (0/5),2/2,1/1,0/1,0/0,0/1
2022 Granby QF,L vs Parry,18% (3/17),33% (1/3),1/2,24% (4/17),50% (2/4),0/0,0/0,2/2,0/0,2/2
2022 Granby R32,W vs Podoroska,67% (6/9),83% (5/6),0/2,30% (3/10),33% (1/3),2/4,1/1,0/0,1/1,0/0
2022 Wimbledon SF,L vs Jabeur,17% (2/12),50% (1/2),0/4,50% (6/12),33% (2/6),1/1,1/1,1/1,0/0,1/1
2026 (1 matches),,44.4%,75.0%,40.0%,66.7%,0.0%,33.3%,-,0.0%,-,-
2025 (3 matches),,37.1%,76.9%,30.0%,35.1%,15.4%,60.0%,100.0%,50.0%,100.0%,0.0%
2024 (4 matches),,45.5%,65.0%,25.0%,37.8%,23.5%,83.3%,50.0%,80.0%,50.0%,75.0%
2023 (8 matches),,34.9%,75.9%,22.2%,57.0%,14.3%,63.2%,100.0%,33.3%,100.0%,40.0%
2022 (10 matches),,36.6%,77.6%,22.6%,33.8%,27.7%,78.8%,85.7%,75.0%,83.3%,80.0%
Career (230 matches),,42.5%,73.1%,26.1%,44.5%,22.6%,68.2%,76.6%,54.0%,81.9%,50.0%
