Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Brisbane R64,L vs Jones,11,20,0.6,9.8%,17.9%,10,17,0.6,9.7%,16.5%,3.9%,3.9%,2.0,30.4%,15.2%
2025 Queen's Club F,W vs Anisimova,11,10,1.1,8.8%,8.0%,4,8,0.5,3.6%,7.2%,2.7%,0.9%,1.6,26.4%,16.8%
2025 BJK Cup Qualifiers RR,L vs Lamens,33,22,1.5,17.8%,11.9%,28,20,1.4,16.5%,11.8%,11.8%,4.7%,1.5,25.9%,16.8%
2025 BJK Cup Qualifiers RR,L vs Boulter,10,14,0.7,7.2%,10.1%,8,12,0.7,6.3%,9.5%,3.2%,3.2%,1.2,33.3%,26.8%
2024 US Open R64,L vs Gauff,12,17,0.7,10.6%,15.0%,7,14,0.5,7.4%,14.7%,6.3%,1.1%,1.0,22.1%,22.1%
2024 US Open R128,W vs Sierra,8,5,1.6,7.5%,4.7%,2,3,0.7,2.2%,3.3%,1.1%,1.1%,0.7,18.9%,27.4%
2024 Wimbledon R128,L vs Boulter,19,17,1.1,10.7%,9.6%,12,16,0.8,7.5%,10.1%,3.8%,3.8%,0.9,27.7%,29.4%
2024 Madrid R128,W vs Stearns,20,23,0.9,8.8%,10.1%,11,21,0.5,5.1%,9.7%,4.2%,0.9%,0.8,22.8%,27.2%
2023 US Open R128,L vs Martic,11,9,1.2,11.5%,9.4%,9,7,1.3,10.1%,7.9%,6.7%,3.4%,3.2,30.2%,9.4%
2023 Wimbledon R128,L vs Cirstea,13,7,1.9,8.3%,4.5%,10,5,2.0,6.7%,3.4%,2.7%,4.0%,1.5,28.8%,19.9%
2023 Bad Homburg R32,L vs Swiatek,14,15,0.9,9.0%,9.6%,9,10,0.9,6.3%,7.0%,4.9%,1.4%,2.1,30.8%,14.7%
2023 Roland Garros R128,L vs Haddad Maia,10,13,0.8,11.0%,14.3%,9,6,1.5,11.1%,7.4%,7.4%,3.7%,1.7,20.9%,12.1%
2023 Rabat R32,W vs Prozorova,23,20,1.2,11.0%,9.5%,21,17,1.2,10.6%,8.6%,7.1%,3.5%,0.8,25.2%,31.0%
2023 Bogota F,W vs Stearns,23,24,1.0,13.5%,14.1%,17,19,0.9,10.8%,12.1%,3.8%,5.7%,1.4,24.7%,17.6%
2023 Miami R128,L vs Vondrousova,20,26,0.8,20.2%,26.3%,18,21,0.9,20.2%,23.6%,12.4%,6.7%,1.6,16.2%,10.1%
2023 Auckland R32,L vs Gauff,11,24,0.5,8.8%,19.2%,10,21,0.5,8.5%,17.8%,7.6%,0.0%,1.1,24.8%,21.6%
2022 US Open R128,L vs Sakkari,14,22,0.6,9.0%,14.1%,8,18,0.4,6.1%,13.6%,3.8%,2.3%,0.8,21.2%,25.0%
2022 Granby QF,L vs Parry,38,31,1.2,16.5%,13.5%,28,25,1.1,13.2%,11.8%,9.0%,4.2%,1.7,20.4%,12.2%
2022 Granby R32,W vs Podoroska,24,12,2.0,20.0%,10.0%,19,9,2.1,17.4%,8.3%,14.7%,2.8%,0.6,15.0%,25.8%
2022 Wimbledon SF,L vs Jabeur,17,27,0.6,9.8%,15.6%,17,22,0.8,10.5%,13.6%,7.4%,3.1%,1.3,22.5%,17.3%
Career (61 matches),,1055,1123,0.9,12.0%,12.7%,807,941,0.9,10.0%,11.6%,6.4%,2.8%,1.1,23.4%,21.1%
