Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Brisbane R64,L vs Jones,0.90,0.68,49.6,2.1,3.6%,39.3%,0.0%,41.7%,38.7%,51.7%
2025 Queen's Club F,W vs Anisimova,1.31,1.48,45.3,2.2,7.7%,66.7%,10.8%,54.1%,36.0%,54.2%
2025 BJK Cup Qualifiers RR,L vs Lamens,0.85,0.88,77.5,4.4,2.2%,60.0%,9.3%,62.8%,44.9%,35.4%
2025 BJK Cup Qualifiers RR,L vs Boulter,0.93,0.71,48.7,9.4,2.6%,52.6%,2.9%,51.4%,34.3%,40.0%
2024 US Open R64,L vs Gauff,0.91,0.67,49.5,2.3,14.8%,48.1%,4.2%,45.8%,40.6%,36.7%
2024 US Open R128,W vs Sierra,1.10,2.10,32.9,2.0,14.8%,77.8%,8.3%,66.7%,57.1%,48.1%
2024 Wimbledon R128,L vs Boulter,0.86,0.87,72.1,3.2,9.3%,62.8%,7.5%,57.5%,42.6%,38.3%
2024 Madrid R128,W vs Stearns,1.05,1.14,84.0,9.9,13.3%,65.0%,1.9%,53.7%,39.0%,49.1%
2023 US Open R128,L vs Martic,0.82,0.41,31.8,2.2,7.1%,60.7%,0.0%,34.6%,23.8%,28.6%
2023 Wimbledon R128,L vs Cirstea,0.89,0.79,56.2,2.2,4.9%,56.1%,2.8%,52.8%,47.5%,33.3%
2023 Bad Homburg R32,L vs Swiatek,1.12,0.70,46.8,4.0,6.7%,53.3%,5.0%,47.5%,32.4%,29.4%
2023 Roland Garros R128,L vs Haddad Maia,0.70,0.40,22.2,2.1,4.3%,39.1%,0.0%,20.0%,42.3%,36.4%
2023 Rabat R32,W vs Prozorova,0.96,1.16,63.4,2.3,1.8%,60.0%,2.0%,55.1%,46.3%,55.8%
2023 Bogota F,W vs Stearns,1.23,1.17,64.2,3.1,12.5%,58.3%,0.0%,65.1%,40.5%,32.4%
2023 Miami R128,L vs Vondrousova,1.08,0.67,46.6,2.2,0.0%,32.3%,6.9%,58.6%,40.9%,26.3%
2023 Auckland R32,L vs Gauff,1.02,0.66,44.8,2.0,0.0%,40.5%,2.9%,54.3%,25.9%,42.3%
2022 US Open R128,L vs Sakkari,0.89,0.75,53.0,3.2,9.3%,60.5%,5.1%,48.7%,38.5%,37.1%
2022 Granby QF,L vs Parry,0.88,0.96,96.4,2.4,7.0%,68.4%,11.5%,73.1%,23.4%,40.7%
2022 Granby R32,W vs Podoroska,1.00,1.47,49.3,2.2,12.9%,54.8%,3.6%,75.0%,40.6%,65.5%
2022 Wimbledon SF,L vs Jabeur,0.92,0.64,45.5,2.2,0.0%,64.7%,0.0%,45.8%,17.9%,45.7%
2026 (1 matches),,0.90,0.68,49.6,2.1,3.6%,39.3%,0.0%,41.7%,38.7%,51.7%
2025 (3 matches),,1.00,0.96,59.6,3.8,4.1%,59.8%,7.8%,56.5%,39.4%,41.2%
2024 (4 matches),,0.98,1.06,65.7,3.0,12.7%,63.7%,4.9%,55.6%,43.4%,43.4%
2023 (8 matches),,0.99,0.78,50.4,2.4,4.9%,51.6%,2.5%,51.1%,39.0%,37.6%
2022 (10 matches),,1.00,1.08,68.8,3.4,6.9%,65.2%,4.9%,58.0%,37.0%,45.9%
Career (230 matches),,1.00,0.97,55.3,2.6,5.6%,58.0%,4.4%,55.8%,41.4%,42.2%
