Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Brisbane R64,L vs Jones,2.0%,100.0%,32.1%,63.9%,13.3%,20.0%,0.0%,0.0%,0.0%,1.7%,66.7%,-5,-26
2025 Queens Club F,W vs Anisimova,0.0%,-,11.2%,57.1%,75.0%,66.7%,0.0%,0.0%,0.0%,3.7%,85.7%,-84,-23
2025 BJK Cup Qualifiers RR,L vs Boulter,0.0%,-,8.0%,63.6%,50.0%,33.3%,100.0%,6.7%,0.0%,0.5%,0.0%,-129,-104
2025 BJK Cup Qualifiers RR,L vs Lamens,0.0%,-,20.5%,47.4%,41.7%,16.7%,0.0%,10.0%,0.0%,5.3%,43.5%,-111,-81
2024 US Open R128,W vs Sierra,0.0%,-,8.5%,66.7%,16.7%,100.0%,0.0%,20.0%,33.3%,0.0%,-,-200,-97
2024 Madrid R128,W vs Stearns,0.0%,-,9.2%,66.7%,15.5%,26.7%,0.0%,0.0%,0.0%,2.2%,33.3%,-128,-90
2023 Bad Homburg R32,L vs Swiatek,2.5%,50.0%,16.7%,57.7%,19.0%,0.0%,0.0%,0.0%,0.0%,0.9%,0.0%,-136,-73
2023 Roland Garros R128,L vs Haddad Maia,4.8%,50.0%,16.5%,53.3%,21.9%,37.5%,0.0%,30.0%,50.0%,0.0%,-,-104,-58
2023 Rabat R32,W vs Prozorova,1.0%,100.0%,11.4%,58.3%,26.5%,81.8%,25.0%,11.1%,0.0%,3.3%,30.8%,-119,-110
2023 Bogota F,W vs Stearns,0.0%,-,15.9%,51.9%,12.5%,0.0%,0.0%,33.3%,100.0%,1.9%,50.0%,-102,-46
2023 Miami R128,L vs Vondrousova,3.4%,50.0%,26.7%,55.6%,21.1%,15.4%,66.7%,16.7%,0.0%,1.3%,0.0%,34,30
2023 Auckland R32,L vs Gauff,0.0%,-,11.2%,28.6%,14.8%,28.6%,0.0%,0.0%,0.0%,0.0%,-,-114,-73
2022 Granby QF,L vs Parry,4.0%,100.0%,18.5%,65.1%,32.7%,33.3%,0.0%,9.5%,0.0%,1.4%,40.0%,-47,14
2022 Granby R32,W vs Podoroska,1.9%,100.0%,15.0%,88.9%,13.9%,33.3%,0.0%,0.0%,0.0%,1.0%,0.0%,-82,-38
2022 Wimbledon SF,L vs Jabeur,1.0%,0.0%,23.7%,58.5%,12.9%,26.3%,0.0%,11.1%,20.0%,1.8%,20.0%,-58,-62
2022 Wimbledon QF,W vs Niemeier,1.0%,0.0%,16.5%,73.5%,20.0%,37.5%,50.0%,36.4%,50.0%,0.9%,100.0%,-24,-13
2022 Wimbledon R16,W vs Ostapenko,0.0%,-,6.9%,66.7%,41.7%,50.0%,0.0%,12.5%,100.0%,0.4%,100.0%,-155,-51
2022 Wimbledon R64,W vs Cirstea,1.2%,0.0%,17.5%,61.3%,37.5%,66.7%,0.0%,18.2%,33.3%,1.4%,60.0%,-112,-83
2022 Bogota F,W vs Pigossi,0.0%,-,12.2%,60.9%,15.4%,40.0%,0.0%,0.0%,0.0%,1.8%,44.4%,-113,-85
2021 ITF Santarem R16,L vs Ozgen,0.0%,-,12.6%,54.5%,17.8%,42.1%,20.0%,10.0%,20.0%,1.7%,42.9%,-85,-84
Last 52 Weeks (4 matches),,0.4%,100.0%,17.7%,56.6%,37.7%,29.4%,100.0%,5.3%,0.0%,3.4%,52.9%,-89,-64
Career (35 matches),,0.7%,61.1%,14.9%,61.6%,15.8%,27.7%,16.7%,10.9%,23.0%,1.7%,36.3%,-89,-58
