Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Brisbane R64,L vs Jones,4.2,4.3,4.1,51.7%,36.8%,28.6%,22.2%,43.6%,89.1%,-4.5,-30.0,-1.0,-12.5
2025 Queens Club F,W vs Anisimova,3.9,3.7,4.4,64.2%,48.6%,45.5%,20.0%,39.6%,85.8%,3.0,75.0,0.0,0.0
2025 BJK Cup Qualifiers RR,L vs Boulter,3.7,3.6,3.9,51.2%,41.5%,33.3%,0.0%,41.2%,85.1%,5.5,55.0,-5.0,-33.3
2025 BJK Cup Qualifiers RR,L vs Lamens,5.6,5.3,6.0,58.1%,44.4%,44.1%,46.9%,44.2%,90.4%,6.0,24.0,0.0,0.0
2024 US Open R128,W vs Sierra,4.3,4.0,4.6,72.9%,52.4%,30.8%,61.5%,46.2%,94.9%,0.5,4.2,-0.5,-10.0
2024 Madrid R128,W vs Stearns,4.4,3.9,4.8,60.6%,47.8%,34.3%,46.7%,43.7%,75.3%,9.5,10.2,-4.5,-9.8
2023 Bad Homburg R32,L vs Swiatek,4.0,4.0,4.0,52.4%,28.6%,33.3%,30.0%,48.9%,88.7%,-1.0,-3.8,-2.5,-41.7
2023 Roland Garros R128,L vs Haddad Maia,3.9,4.2,3.6,30.2%,40.6%,50.0%,16.7%,46.5%,60.9%,3.5,8.3,2.5,13.2
2023 Rabat R32,W vs Prozorova,4.7,4.1,5.3,60.7%,49.3%,51.4%,47.1%,47.1%,89.1%,7.0,11.9,-1.0,-10.0
2023 Bogota F,W vs Stearns,4.6,4.1,5.3,59.5%,41.3%,50.0%,25.0%,39.6%,94.8%,-2.5,-11.9,1.0,25.0
2023 Miami R128,L vs Vondrousova,4.3,3.8,5.0,43.2%,43.6%,33.3%,16.7%,40.6%,81.5%,1.0,2.3,-1.0,-14.3
2023 Auckland R32,L vs Gauff,4.6,5.0,4.1,50.0%,36.6%,35.0%,30.0%,47.1%,68.3%,3.5,4.6,-1.5,-5.0
2022 Granby QF,L vs Parry,4.1,3.3,4.7,55.0%,48.4%,30.4%,43.8%,38.5%,77.9%,11.0,15.7,0.0,0.0
2022 Granby R32,W vs Podoroska,4.1,4.0,4.3,65.5%,57.9%,30.8%,54.5%,44.3%,92.5%,2.5,6.0,-1.0,-20.0
2022 Wimbledon SF,L vs Jabeur,4.3,4.3,4.2,46.3%,40.4%,52.0%,45.5%,49.8%,86.8%,4.0,5.1,-1.5,-16.7
2022 Wimbledon QF,W vs Niemeier,4.1,4.7,3.4,54.4%,45.5%,57.1%,68.8%,52.0%,85.6%,8.5,11.6,2.5,20.8
2022 Wimbledon R16,W vs Ostapenko,3.0,2.3,3.5,58.6%,41.1%,46.2%,33.3%,47.1%,79.8%,7.0,17.9,1.0,8.3
2022 Wimbledon R64,W vs Cirstea,4.9,4.7,5.0,52.6%,52.1%,48.6%,37.5%,36.5%,88.2%,6.0,23.1,4.0,36.4
2022 Bogota F,W vs Pigossi,6.1,5.1,7.0,65.7%,50.0%,46.7%,41.0%,44.4%,95.7%,1.5,5.2,-1.0,-25.0
2021 ITF Santarem R16,L vs Ozgen,5.6,4.2,6.8,62.5%,46.7%,48.0%,40.6%,46.0%,83.7%,11.5,9.5,1.0,3.8
Last 52 Weeks (4 matches),,4.5,4.2,4.8,56.3%,42.9%,40.6%,33.9%,42.6%,88.2%,2.5,18.5,-1.5,-15.4
Career (35 matches),,4.4,4.2,4.7,54.6%,44.6%,44.7%,42.7%,46.0%,80.6%,3.0,5.2,-0.5,-2.4
