Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,5,18,21.7%,15-36,29.4%,220-286,43.5%,3-3,50.0%,23,58.3%,28.2%,5.8%,3.6%,57.1%,62.3%,42.6%,53.9%,40.2%,47.1%,0.87
Clay,8,3,5,37.5%,7-11,38.9%,88-91,49.2%,1-4,20.0%,8,63.6%,36.0%,4.9%,4.2%,51.4%,63.6%,47.5%,55.8%,43.7%,49.5%,0.99
Grass,7,5,2,71.4%,11-5,68.8%,89-76,53.9%,3-3,50.0%,7,77.8%,29.5%,7.4%,2.8%,60.0%,73.0%,42.7%,60.9%,40.1%,50.8%,1.03
Grand Slams,4,0,4,0.0%,1-8,11.1%,35-54,39.3%,0-2,0.0%,4,51.2%,29.5%,5.8%,3.8%,46.9%,64.2%,36.8%,49.7%,40.8%,45.1%,0.81
Premiers,16,8,8,50.0%,18-17,51.4%,179-178,50.1%,4-4,50.0%,16,66.9%,32.7%,6.8%,3.2%,59.4%,66.2%,44.7%,57.5%,41.6%,49.6%,0.98
Internationals,8,3,5,37.5%,7-11,38.9%,87-99,46.8%,2-3,40.0%,8,64.8%,28.9%,3.7%,3.2%,55.1%,64.2%,45.7%,55.9%,41.9%,48.9%,0.95
Finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,80.0%,44.4%,9.2%,2.6%,69.7%,66.0%,47.8%,60.5%,44.9%,54.4%,1.14
Semi-finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,1-0,100.0%,1,100.0%,10.0%,6.8%,0.0%,63.5%,89.4%,44.4%,73.0%,32.9%,53.5%,1.22
Quarter-finals,3,1,2,33.3%,3-4,42.9%,31-37,45.6%,1-0,100.0%,3,61.8%,27.3%,7.2%,3.6%,61.0%,64.0%,42.5%,55.6%,38.9%,47.7%,0.88
vs Righties,36,12,24,33.3%,33-50,39.8%,385-435,47.0%,6-9,40.0%,34,63.0%,31.0%,5.7%,3.6%,56.5%,64.2%,44.3%,55.5%,41.4%,48.4%,0.93
vs Lefties,3,1,2,33.3%,2-4,33.3%,28-34,45.2%,1-1,50.0%,3,70.0%,20.0%,7.8%,3.9%,61.0%,71.2%,41.3%,59.5%,37.0%,48.2%,0.91
vs Top 10,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,1-0,100.0%,1,100.0%,10.0%,6.8%,0.0%,63.5%,89.4%,44.4%,73.0%,32.9%,53.5%,1.22
