Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-2,50.0%,23-23,50.0%,1-1,50.0%,2,72.7%,27.3%,5.9%,1.6%,59.4%,63.1%,50.0%,57.8%,40.1%,49.4%,0.95,R16 (Manila 125)
2025,17,11,6,64.7%,23-14,62.2%,183-147,55.5%,0-3,0.0%,15,75.8%,36.2%,7.1%,3.2%,56.9%,69.3%,52.8%,62.2%,43.1%,52.4%,1.14,W (W100 Bengaluru)
2024,29,21,8,72.4%,47-19,71.2%,360-258,58.3%,4-4,50.0%,14,73.8%,40.9%,6.2%,3.2%,54.3%,68.0%,50.0%,59.8%,46.3%,53.0%,1.15,W (W75 Trnava)
2023,23,19,4,82.6%,40-10,80.0%,277-152,64.6%,0-2,0.0%,13,81.3%,54.5%,8.2%,3.2%,55.9%,74.9%,53.1%,65.3%,51.2%,57.8%,1.47,W (2x)
2022,34,21,13,61.8%,49-29,62.8%,403-341,54.2%,6-3,66.7%,10,67.8%,30.1%,6.8%,4.1%,53.5%,70.7%,43.9%,58.2%,41.5%,49.8%,0.99,W (W60 Rome GA)
2021,18,6,12,33.3%,16-25,39.0%,167-200,45.5%,2-1,66.7%,6,58.1%,21.7%,6.0%,4.2%,57.9%,61.0%,43.2%,53.5%,37.0%,45.4%,0.80,R16 (6x)
2020,3,2,1,66.7%,5-2,71.4%,33-28,54.1%,0-0,-,3,67.7%,40.0%,3.8%,4.4%,51.6%,60.6%,55.7%,58.2%,45.5%,51.8%,1.09,QF (Newport Beach)
2019,28,18,10,64.3%,38-24,61.3%,307-264,53.8%,3-2,60.0%,11,62.9%,44.7%,5.3%,4.6%,49.3%,69.9%,42.3%,55.9%,48.0%,52.0%,1.09,SF (4x)
2018,12,8,4,66.7%,18-9,66.7%,135-109,55.3%,2-0,100.0%,7,71.1%,37.5%,7.7%,3.7%,55.4%,69.1%,47.5%,59.5%,46.3%,52.9%,1.14,SF (Chicago)
2017,30,23,7,76.7%,47-18,72.3%,336-235,58.8%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2016,25,15,10,60.0%,32-25,56.1%,286-246,53.8%,2-3,40.0%,5,67.3%,25.0%,6.0%,1.4%,66.5%,63.7%,48.3%,58.5%,36.1%,48.0%,0.87,SF (2x)
2015,29,21,8,72.4%,44-20,68.8%,334-262,56.0%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
2014,35,27,8,77.1%,59-16,78.7%,416-254,62.1%,5-0,100.0%,0,,,,,,,,,,,,W (3x)
2013,13,6,7,46.2%,14-14,50.0%,118-137,46.3%,3-0,100.0%,0,,,,,,,,,,,,QF (2x)
2012,50,33,17,66.0%,70-45,60.9%,578-495,53.9%,6-7,46.2%,0,,,,,,,,,,,,F (3x)
2011,38,22,16,57.9%,51-37,58.0%,443-383,53.6%,3-5,37.5%,0,,,,,,,,,,,,W (Hechingen 25K)
2010,26,17,9,65.4%,35-24,59.3%,292-265,52.4%,4-3,57.1%,0,,,,,,,,,,,,SF (4x)
2009,32,24,8,75.0%,50-21,70.4%,377-253,59.8%,2-4,33.3%,0,,,,,,,,,,,,W (3x)
2008,18,12,6,66.7%,28-14,66.7%,225-171,56.8%,1-2,33.3%,0,,,,,,,,,,,,W (Ismaning 50K)
2007,40,29,11,72.5%,57-28,67.1%,439-367,54.5%,9-2,81.8%,0,,,,,,,,,,,,W (Bratislava 1 100K)
2006,68,48,20,70.6%,96-47,67.1%,728-538,57.5%,5-5,50.0%,0,,,,,,,,,,,,W (2x)
2005,27,17,10,63.0%,38-26,59.4%,325-293,52.6%,5-3,62.5%,0,,,,,,,,,,,,SF (3x)
2004,22,10,12,45.5%,22-26,45.8%,222-215,50.8%,2-6,25.0%,0,,,,,,,,,,,,QF (2x)
2003,8,1,7,12.5%,3-14,17.6%,53-92,36.6%,0-0,-,0,,,,,,,,,,,,QF (Dalby 25K)
2002,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Enschede 10K)
2001,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,0,,,,,,,,,,,,R32 (Saulgau 10K)
Career,629,412,217,65.5%,885-513,63.3%,7075-5755,55.1%,73-59,55.3%,86,70.9%,38.0%,6.5%,3.5%,55.3%,68.5%,48.3%,59.5%,44.6%,52.0%,1.10,
