Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Bogota,Clay,R16,60,132,Katarzyna Kawa [POL] d. (4) Maria,6-3 6-3,0.76,3.9%,7.8%,49.0%,56.0%,38.5%,2/7,1:14
30-Mar-2026,Bogota,Clay,R32,60,753,(4) Maria d. (WC) Valentina Mediorreal Arias [COL],6-2 6-1,1.74,10.6%,10.6%,48.9%,82.6%,54.2%,1/2,1:01
17-Mar-2026,Miami,Hard,R128,59,45,Hailey Baptiste [USA] d. Maria,7-5 6-2,0.58,5.2%,6.9%,51.7%,53.3%,42.9%,5/10,1:18
04-Mar-2026,Indian Wells,Hard,R128,59,38,Sorana Cirstea [ROU] d. Maria,6-4 4-6 6-3,0.74,4.4%,3.3%,63.3%,63.2%,39.4%,8/13,1:58
23-Feb-2026,Merida,Hard,R32,55,47,(8) Magda Linette [POL] d. Maria,7-6(3) 6-3,0.71,0.0%,1.4%,60.0%,59.5%,50.0%,7/11,1:35
15-Feb-2026,Dubai,Hard,R64,54,94,(Q) Kimberly Birrell [AUS] d. Maria,6-4 3-6 7-5,1.00,6.7%,3.8%,53.8%,73.2%,50.0%,4/7,2:48
08-Feb-2026,Doha,Hard,R64,54,18,(12) Emma Navarro [USA] d. Maria,7-5 6-1,0.79,7.1%,3.6%,62.5%,65.7%,38.1%,5/9,1:29
01-Feb-2026,Ostrava,Hard,R16,54,96,Katie Volynets [USA] d. (1) Maria,7-5 6-1,0.65,4.7%,4.7%,57.8%,59.5%,37.0%,5/10,1:32
26-Jan-2026,Manila 125,Hard,R16,42,174,Tatiana Prozorova [RUS] d. (1) Maria,7-6(2) 6-4,0.66,4.8%,1.0%,59.6%,62.9%,45.2%,12/15,2:03
26-Jan-2026,Manila 125,Hard,R32,42,103,(1) Maria d. Leolia Jeanjean [FRA],7-6(5) 6-4,1.19,7.2%,2.4%,59.0%,63.3%,55.9%,3/6,2:23
19-Jan-2026,Australian Open,Hard,R128,42,81,Petra Marcinko [CRO] d. Maria,6-3 7-5,0.72,9.6%,2.7%,46.6%,70.6%,33.3%,5/10,1:28
12-Jan-2026,Hobart,Hard,R16,42,75,Anna Bondar [HUN] d. (6) Maria,7-6(7) 7-5,0.83,2.9%,2.0%,60.8%,62.9%,55.0%,4/6,2:19
12-Jan-2026,Hobart,Hard,R32,42,576,(6) Maria d. (WC) Venus Williams [USA],6-4 6-3,1.22,2.0%,2.0%,55.1%,74.1%,40.9%,0/2,1:27
