Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Gauff,95.6,103.3,8.6,107.7,100.1,111,74,78.6,9.8,88.0,73.7,106,66
2024 US Open R128,W vs Sierra,94.6,104.0,8.6,108.5,95.5,115,87,72.2,5.3,,66.5,80,64
2024 Wimbledon R128,L vs Boulter,94.4,102.7,6.8,104.9,96.0,115,85,82.2,5.6,84.0,67.5,90,64
2023 US Open R128,L vs Martic,89.9,100.1,8.5,105.8,90.8,111,85,78.0,6.2,81.3,77.2,90,68
2022 US Open R128,L vs Sakkari,90.0,104.8,9.4,108.9,97.3,117,75,76.4,7.1,88.0,78.3,93,65
2022 Wimbledon SF,L vs Jabeur,96.4,108.4,5.2,110.2,102.7,116,95,80.2,6.9,86.0,77.3,95,64
2022 Wimbledon QF,W vs Niemeier,95.1,108.6,5.6,110.6,103.7,118,94,79.8,9.5,91.2,75.6,98,63
2022 Wimbledon R16,W vs Ostapenko,99.2,107.5,5.8,109.2,104.9,116,93,86.5,8.0,95.4,79.6,101,70
2022 Wimbledon R32,W vs Sakkari,93.5,106.3,5.4,107.3,104.3,114,91,77.9,6.3,82.2,77.5,94,69
2022 Wimbledon R64,W vs Cirstea,94.6,105.4,7.6,107.5,100.9,115,89,77.0,5.5,80.7,73.3,90,67
2020 US Open R128,L vs Riske Amritraj,83.9,93.0,10.0,97.8,84.7,105,73,72.9,4.1,81.0,76.3,86,65
2019 Wimbledon R128,L vs Kerber,82.8,89.5,6.5,94.8,86.4,104,78,72.0,4.4,,77.5,80,64
2018 US Open R64,L vs Svitolina,93.8,107.1,8.3,109.8,98.6,116,86,75.8,8.2,83.3,84.0,91,62
2018 US Open R128,W vs Radwanska,94.8,102.3,10.0,107.4,96.0,114,70,74.8,6.3,,78.3,85,64
2018 Wimbledon R64,L vs Mladenovic,96.2,106.8,6.6,108.5,101.3,115,90,77.2,6.0,87.0,71.5,90,65
2018 Wimbledon R128,W vs Svitolina,94.8,104.8,7.6,109.1,96.3,114,83,75.6,4.8,,76.5,86,66
2017 US Open R64,L vs Keys,86.4,95.1,10.9,103.1,92.0,113,81,74.9,6.2,72.5,71.5,88,63
2017 Roland Garros R64,L vs Halep,90.3,100.0,9.2,103.6,92.2,113,73,75.7,5.0,85.5,76.3,86,67
2016 Roland Garros R64,L vs Cornet,86.3,96.1,9.8,,,112,72,71.4,4.9,,,82,62
2015 Wimbledon R32,L vs Keys,88.0,95.5,8.5,,,110,74,79.0,5.4,,,87,64
Career (22 matches),,91.8,101.9,7.9,106.7,97.4,118,70,77.2,6.2,85.7,76.1,106,61
