Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16-Sep-2019,Columbus CH,Hard,F,200,285,(4) Polansky d. (13) J J Wolf [USA],6-3 7-6(4),,,,,,,,
29-Oct-2018,Charlottesville CH,Hard,F,130,277,(LL) Tommy Paul [USA] d. (8) Polansky,6-2 6-2,0.44,4.2%,2.1%,60.4%,48.3%,47.4%,4/8,0:58
23-Jul-2018,Granby CH,Hard,F,134,219,(3) Polansky d. Ugo Humbert [FRA],6-4 1-6 6-2,0.87,8.1%,3.5%,47.7%,73.2%,51.1%,8/10,1:49
24-Jul-2017,Granby CH,Hard,F,118,100,(1) Blaz Kavcic [SLO] d. (2) Polansky,6-3 2-6 7-5,0.94,11.8%,0.0%,58.8%,70.0%,48.6%,1/5,2:05
17-Jul-2017,Gatineau CH,Hard,F,128,161,(7) Denis Shapovalov [CAN] d. (5) Polansky,6-1 3-6 6-3,0.88,0.0%,2.9%,58.6%,65.9%,48.3%,0/4,1:58
10-Jul-2017,Winnipeg CH,Hard,F,127,110,(1) Blaz Kavcic [SLO] d. (2) Polansky,7-5 3-6 7-5,1.00,11.3%,5.7%,48.1%,78.4%,54.5%,6/9,2:33
07-Nov-2016,Knoxville CH,Hard,F,148,268,Michael Mmoh [USA] d. Polansky,7-5 2-6 6-1,0.91,3.7%,3.7%,61.0%,66.0%,50.0%,2/6,2:03
08-Aug-2016,Gatineau CH,Hard,F,209,183,Polansky d. (5) Vincent Millot [FRA],3-6 6-4 0-0 RET,1.01,5.4%,4.1%,63.5%,68.1%,40.7%,10/12,1:47
04-Jul-2016,Canada F5,Hard,F,341,311,(1) Philip Bester [CAN] d. (2) Polansky,6-4 4-6 6-4,,,,,,,,
27-Jun-2016,Canada F4,Hard,F,341,560,(4) Polansky d. Raymond Sarmiento [USA],6-2 6-4,,,,,,,,
