Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Canada R64,L vs Monfils,59.6%,48.2%,1.1%,0/1,2.02,8.0%,54.5%,46.7%,0.0%,1.97,17.1%,76.5%,50.0%,2.9%,2.06,0.0%
2018 US Open R128,L vs Zverev,54.7%,40.0%,7.8%,4/1,2.40,4.1%,50.0%,35.0%,5.0%,2.33,7.7%,68.2%,46.7%,13.6%,2.48,0.0%
2016 Charlottesville CH R32,W vs Rubin,65.4%,67.6%,5.8%,0/3,2.33,18.5%,75.0%,61.9%,0.0%,2.04,38.5%,72.2%,76.9%,16.7%,2.61,0.0%
2014 Canada R32,L vs Federer,58.1%,48.0%,9.3%,3/1,2.29,37.5%,48.3%,35.7%,10.3%,2.00,39.1%,91.7%,63.6%,8.3%,2.72,35.3%
2014 Canada R64,W vs Janowicz,50.0%,41.2%,4.4%,0/3,2.43,2.5%,47.2%,29.4%,0.0%,2.35,4.2%,77.3%,52.9%,13.6%,2.56,0.0%
2013 Canada R64,L vs Nishikori,74.1%,50.8%,0.0%,0/0,2.17,12.9%,71.1%,50.0%,0.0%,2.07,23.5%,88.6%,51.6%,0.0%,2.29,0.0%
Career (6 matches),,60.8%,49.4%,3.9%,43.8%,2.24,12.6%,57.5%,44.8%,2.1%,2.12,20.0%,79.0%,54.9%,7.7%,2.37,4.3%
