Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,46,13,33,28.3%,42-78,35.0%,542-654,45.3%,13-15,46.4%,40,73.1%,17.3%,5.3%,3.7%,57.7%,68.3%,50.0%,60.6%,34.1%,47.6%,0.87
Clay,13,3,10,23.1%,15-26,36.6%,185-213,46.5%,1-4,20.0%,7,69.7%,19.5%,4.7%,4.5%,60.3%,66.7%,46.9%,58.8%,35.8%,47.0%,0.87
Grass,2,0,2,0.0%,0-5,0.0%,17-31,35.4%,0-1,0.0%,2,66.7%,8.3%,9.6%,4.5%,55.8%,67.8%,43.5%,57.1%,29.3%,43.1%,0.68
Carpet,3,3,0,100.0%,7-0,100.0%,46-32,59.0%,3-0,100.0%,0,,,,,,,,,,,
Grand Slams,11,1,10,9.1%,13-29,31.0%,175-230,43.2%,2-4,33.3%,10,70.5%,15.6%,6.4%,3.8%,59.8%,65.7%,48.8%,58.9%,33.2%,46.0%,0.81
Masters,22,7,15,31.8%,18-32,36.0%,234-276,45.9%,8-7,53.3%,22,74.0%,17.7%,3.6%,3.7%,57.5%,68.7%,52.2%,61.6%,34.8%,48.4%,0.91
Other Tours,17,3,14,17.6%,12-30,28.6%,187-236,44.2%,2-7,22.2%,17,71.6%,18.6%,6.6%,4.2%,57.4%,69.1%,46.2%,59.3%,34.5%,47.1%,0.85
Best of 5,19,4,15,21.1%,24-45,34.8%,301-371,44.8%,4-6,40.0%,10,70.5%,15.6%,6.4%,3.8%,59.8%,65.7%,48.8%,58.9%,33.2%,46.0%,0.81
Best of 3,45,15,30,33.3%,40-64,38.5%,489-559,46.7%,13-14,48.1%,39,72.9%,18.1%,5.0%,3.9%,57.4%,68.9%,49.4%,60.6%,34.7%,47.8%,0.88
vs Righties,55,17,38,30.9%,58-94,38.2%,697-810,46.3%,15-18,45.5%,42,71.6%,18.1%,5.8%,4.0%,58.0%,68.2%,49.0%,60.1%,34.4%,47.3%,0.86
vs Lefties,9,2,7,22.2%,6-15,28.6%,93-120,43.7%,2-2,50.0%,7,76.9%,12.2%,2.5%,3.3%,58.4%,66.9%,50.9%,60.2%,33.3%,47.1%,0.84
vs Top 10,7,0,7,0.0%,0-16,0.0%,47-98,32.4%,0-2,0.0%,7,63.8%,4.1%,4.2%,5.7%,51.5%,63.2%,47.7%,55.7%,28.8%,42.2%,0.65
