Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,29,16,13,55.2%,9,5,4,55.6%,2009,2020,R128,21,0.98,6.8%,2.7%,59.7%,67.4%,54.3%,62.1%,37.1%,60.9%,39.4%
Roland Garros,11,Clay,24,12,12,50.0%,14,6,8,42.9%,2009,2021,R128,16,0.96,4.2%,3.1%,60.0%,67.4%,49.9%,60.4%,38.1%,61.5%,41.3%
Wimbledon,8,Grass,15,6,9,40.0%,7,3,4,42.9%,2010,2019,R128,3,0.71,8.3%,4.1%,55.8%,65.2%,42.1%,55.0%,32.1%,46.7%,16.7%
US Open,11,Hard,28,16,12,57.1%,7,5,2,71.4%,2009,2021,R64,20,1.07,7.5%,4.0%,55.8%,70.8%,50.6%,61.9%,40.7%,61.0%,34.5%
Davis Cup,6,,14,8,6,57.1%,7,5,2,71.4%,2007,2014,,0,,,,,,,,,,
Newport,2,Grass,2,0,2,0.0%,0,0,0,-,2014,2023,R32,2,0.69,4.8%,7.9%,59.5%,60.0%,37.3%,50.8%,33.9%,50.0%,33.3%
Indian Wells Masters,7,Hard,12,5,7,41.7%,9,4,5,44.4%,2011,2021,R64,12,1.00,3.3%,3.9%,58.0%,69.2%,54.6%,63.0%,37.1%,61.5%,43.6%
Canada Masters,14,Hard,23,9,14,39.1%,12,5,7,41.7%,2006,2021,R32,22,0.93,5.2%,4.1%,56.7%,69.1%,51.4%,61.4%,36.1%,58.5%,38.6%
Lyon,2,Clay,3,1,2,33.3%,0,0,0,-,2017,2021,Q2,3,0.78,6.9%,1.6%,63.5%,61.7%,59.4%,60.8%,30.7%,57.9%,40.0%
New York,3,Hard,3,0,3,0.0%,0,0,0,-,2018,2020,R32,3,0.67,6.4%,3.5%,65.7%,67.3%,35.6%,56.4%,29.1%,33.3%,27.3%
Houston,7,Clay,14,7,7,50.0%,8,5,3,62.5%,2010,2019,R32,14,1.04,4.5%,4.6%,54.8%,70.5%,52.5%,62.4%,39.1%,64.6%,34.0%
